contig	ws_hdr_start	ws_hdr_end	ws_hdr_size	strain
ptg000005l	207286	238352.537249284	31066.5372492837	JU2600
ptg000005l	418179.088559723	424262.324923367	6083.23636364448	JU2600
ptg000005l	727640.395589645	885603.165245902	157962.769656256	JU2600
ptg000005l	1084246	1100298	16052	JU2600
ptg000007l	137450.828327772	144521.420216654	7070.59188888289	JU2600
ptg000007l	498784.603892274	508588.186082877	9803.58219060284	JU2600
ptg000007l	547239.298517658	559146.521111705	11907.2225940467	JU2600
ptg000007l	577277	586186.243638077	8909.24363807729	JU2600
ptg000007l	827220.917546012	840808.479053406	13587.5615073935	JU2600
ptg000007l	1643491.17683056	1648742.94875733	5251.77192677534	JU2600
ptg000007l	1811968	1818908	6940	JU2600
ptg000007l	1836074.09217129	1843672.4875	7598.3953287052	JU2600
ptg000007l	1931716	1941439.07518672	9723.07518672198	JU2600
ptg000007l	1988805.1291059	2024912.51471454	36107.3856086405	JU2600
ptg000007l	2054348.27444228	2067147.97142857	12799.6969862897	JU2600
ptg000007l	2966629.87301587	2971872.19408034	5242.32106446521	JU2600
ptg000008l	2050045.91211162	2057921.61052632	7875.69841469335	JU2600
ptg000008l	2141771.29991172	2150289	8517.70008828351	JU2600
ptg000008l	2258859.03757867	2276124.79826289	17265.760684215	JU2600
ptg000008l	2456562.04504013	2467970	11407.9549598689	JU2600
ptg000008l	2555113.65679428	2569337	14223.3432057216	JU2600
ptg000008l	2948900.94482128	2964118.72249404	15217.7776727658	JU2600
ptg000008l	3541934	3559062	17128	JU2600
ptg000009l	7464376.82448245	7472150.15111675	7773.32663429715	JU2600
ptg000009l	8958939.34893443	8966591.37114798	7652.02221355774	JU2600
ptg000009l	10394666.2670437	10402247	7580.73295626789	JU2600
ptg000011l	2257532	2439516.71526258	181984.715262582	JU2600
ptg000011l	2853335.875	2862574	9238.125	JU2600
ptg000011l	2890741	2896257.06497065	5516.06497064559	JU2600
ptg000011l	3208821.58455728	3269633.99947849	60812.4149212069	JU2600
ptg000011l	3325601.61660553	3420463	94861.3833944695	JU2600
ptg000011l	3723426.71419153	3759790.93186053	36364.217668999	JU2600
ptg000011l	3786581.90994497	3808813.51995305	22231.6100080777	JU2600
ptg000011l	3812805.2100939	3823405.04883414	10599.8387402431	JU2600
ptg000012l	1	96469	96468	JU2600
ptg000012l	2876322	2881608	5286	JU2600
ptg000013l	2648145.26965104	2662511.34592171	14366.0762706706	JU2600
ptg000013l	2790900.1166034	2798007.0539632	7106.9373597987	JU2600
ptg000017l	1426282.16468017	1434283.83531983	8001.67063965043	JU2600
ptg000017l	1500138.41919114	1536835.17629788	36696.7571067354	JU2600
ptg000017l	1558749.86055777	1602044	43294.139442231	JU2600
ptg000017l	1665098.52930985	1672173.79973429	7075.27042444143	JU2600
ptg000019l	31309.647189232	265607.377939209	234297.730749977	JU2600
ptg000019l	272612.902121965	313103.766375546	40490.8642535807	JU2600
ptg000001l	1538640.7250154	1558486.9321364	19846.2071210041	JU258
ptg000001l	1582695.38522686	1589658.61477314	6963.22954628849	JU258
ptg000002l	166233.714191528	202600.931860527	36367.2176689991	JU258
ptg000002l	229391.063973516	266218.04883414	36826.984860624	JU258
ptg000002l	472315.119501466	483568.718162157	11253.5986606904	JU258
ptg000007l	1737623.41450432	1747272.43337353	9649.01886920561	JU258
ptg000007l	1990157.54830853	1998152.12139037	7994.57308184938	JU258
ptg000009l	150674	271451.183519128	120777.183519128	JU258
ptg000010l	86130	413631	327501	JU258
ptg000010l	361304	366404.256254938	5100.25625493808	JU258
ptg000010l	413737	526179.248836739	112442.248836739	JU258
ptg000010l	572214.154050074	581440.500404858	9226.34635478468	JU258
ptg000010l	611665	624355.513143758	12690.5131437576	JU258
ptg000010l	630410.858749373	640177.755165289	9766.89641591604	JU258
ptg000010l	654922.340168878	686151.972959052	31229.6327901741	JU258
ptg000010l	701143.585217391	710138.466203411	8994.88098601997	JU258
ptg000010l	725348.71377922	862922	137573.28622078	JU258
ptg000010l	850832.739244597	880497.702854141	29664.9636095441	JU258
ptg000011l	164049.171090241	208629.70702403	44580.5359337887	JU258
ptg000011l	225361	252412.306229196	27051.3062291964	JU258
ptg000012l	45604.3100267055	55532.1780104712	9927.86798376569	JU258
ptg000012l	67236.572299169	78685.356871781	11448.784572612	JU258
ptg000012l	407753.011963631	430411.148916117	22658.1369524863	JU258
ptg000013l	184312.760661971	194986	10673.2393380288	JU258
ptg000013l	303341.359000535	310185.382107621	6844.02310708642	JU258
ptg000013l	428091.899294448	452148.167896304	24056.2686018567	JU258
ptg000019l	723642.086863956	739058.874418605	15416.7875546489	JU258
ptg000021l	1	7865	7864	JU258
ptg000021l	26052.3225547835	47967.4994876699	21915.1769328864	JU258
ptg000021l	76605.8139171228	86409.3961077256	9803.58219060283	JU258
ptg000029l	73440.5763546798	85424.3804136468	11983.804058967	JU258
ptg000034l	57168.9578065999	70292.8899596747	13123.9321530748	JU258
ptg000034l	172714.242597899	216166.598524439	43452.3559265402	JU258
ptg000040l	514254.195677179	522087.470829339	7833.2751521602	JU258
ptg000041l	83463.2854459056	111781.359960874	28318.0745149682	JU258
ptg000042l	284252.463195691	294095.541241506	9843.07804581471	JU258
ptg000042l	386603.305536284	439375	52771.6944637158	JU258
ptg000042l	471553	486666.723603604	15113.7236036036	JU258
ptg000042l	503374.283155982	530657.3138479	27283.0306919178	JU258
ptg000045l	35165.0735723374	44583.9661550767	9418.89258273934	JU258
ptg000045l	127923.315450969	136355.198234895	8431.88278392625	JU258
ptg000046l	522897.499584056	532506.276216545	9608.77663248876	JU258
ptg000046l	541527.881934307	566031.608821822	24503.7268875159	JU258
ptg000046l	573034.09692397	581154.462349398	8120.36542542779	JU258
ptg000046l	681719	692144.12190779	10425.1219077902	JU258
ptg000051l	5822	18396.9745105283	12574.9745105283	JU258
ptg000051l	79661.0733132933	90376	10714.9266867067	JU258
ptg000051l	104410	142125.271702653	37715.2717026531	JU258
ptg000051l	301030.636570358	319906.724656638	18876.0880862799	JU258
ptg000051l	467320.977598533	474231.554815574	6910.57721704035	JU258
ptg000051l	551043	582507.432443583	31464.4324435827	JU258
ptg000051l	723133	736773.222158766	13640.2221587665	JU258
ptg000051l	745110.176678445	785423.175573216	40312.9988947712	JU258
ptg000051l	1182168.0485109	1221105.71210873	38937.663597832	JU258
ptg000051l	1570805.47300534	1583619.18051322	12813.7075078802	JU258
ptg000051l	1599600.99311769	1617707.36518499	18106.3720673006	JU258
ptg000052l	23484.9642766658	163822.643742099	140337.679465433	JU258
ptg000052l	170821	179956.460535757	9135.46053575698	JU258
ptg000053l	157198	274786	117588	JU258
ptg000055l	547025.475525579	555355	8329.52447442117	JU258
ptg000056l	13776.4700387028	27850.1503820961	14073.6803433933	JU258
ptg000056l	466071.593691858	482575.166984473	16503.573292615	JU258
ptg000060l	24839.6234461809	60224.5237497384	35384.9003035575	JU258
ptg000060l	68504	248415.400851694	179911.400851694	JU258
ptg000061l	179929.882740094	187932.395833333	8002.51309323931	JU258
ptg000064l	247867.233176998	408356	160488.766823002	JU258
ptg000065l	54672	61612	6940	JU258
ptg000066l	142452	152399.781280356	9947.78128035596	JU258
ptg000067l	923135.814516129	937482.900200602	14347.0856844727	JU258
ptg000067l	950871.870810811	965000.620146545	14128.7493357344	JU258
ptg000067l	987700.049226885	1036141	48440.9507731146	JU258
ptg000067l	1451942.72024075	1511151.38793391	59208.6676931572	JU258
ptg000067l	1527404	1540899.9169077	13495.9169077044	JU258
ptg000067l	1742146	1786216.70066683	44070.7006668313	JU258
ptg000067l	1859037.84547069	2004746.42367601	145708.57820532	JU258
ptg000069l	199071.944654088	207661.406356879	8589.46170279096	JU258
ptg000073l	28689.5934545929	38047.6322706255	9358.03881603259	JU258
ptg000077l	1447	150307	148860	JU258
ptg000077l	150536	173075.905999271	22539.9059992706	JU258
ptg000078l	587566	596030.992151338	8464.99215133826	JU258
ptg000078l	621176.103465916	632464.052799418	11287.9493335015	JU258
ptg000085l	26736.6351240796	33859.6980631467	7123.06293906709	JU258
ptg000085l	73184.4707359259	80662	7477.5292640741	JU258
ptg000086l	125446.174596664	164388.884537016	38942.7099403521	JU258
ptg000092l	1492.82111313613	18388.1570975696	16895.3359844334	JU258
ptg000093l	72568	78226.4446230719	5658.4446230719	JU258
ptg000095l	181103	197120.712455626	16017.7124556259	JU258
ptg000095l	217914.832591578	236841	18926.1674084218	JU258
ptg000098l	24695.1827779191	41069.8794435858	16374.6966656667	JU258
ptg000102l	340476	363324.195226746	22848.1952267463	JU258
ptg000102l	775215.17338487	781642.301642608	6427.12825773796	JU258
ptg000102l	1314580.72896259	1320840	6259.27103740838	JU258
ptg000104l	893428.58788774	900385.19924556	6956.61135781975	JU258
ptg000104l	1040155	1047691.2200267	7536.22002670227	JU258
ptg000106l	22280	54029.748958953	31749.748958953	JU258
ptg000106l	137423.951757891	144880.026511314	7456.07475342322	JU258
ptg000112l	4595.71403962102	123208.091860465	118612.377820844	JU258
ptg000120l	88709.2590998043	95897.1286467487	7187.86954694438	JU258
ptg000120l	122453	131631.125	9178.125	JU258
ptg000120l	161319.278965517	170859.185801488	9539.90683597117	JU258
ptg000121l	104768.354661665	119291.388179987	14523.033518322	JU258
ptg000140l	162425.615356755	182170.090597117	19744.4752403626	JU258
ptg000147l	68103	84162.1310344828	16059.1310344828	JU258
ptg000151l	57200.2460367787	91842.514714538	34642.2686777593	JU258
ptg000151l	121279.274442282	134077.971428571	12798.6969862896	JU258
ptg000162l	141386	230947.87902088	89561.8790208804	JU258
ptg000162l	286906.000521512	340554.231438127	53648.2309166147	JU258
ptg000165l	2289.84626647145	131651.017031353	129361.170764881	JU258
ptg000165l	212587.721160651	223964	11376.2788393489	JU258
ptg000168l	85970.8283277716	93038.8521299927	7068.0238022211	JU258
ptg000169l	2665	21711.6561483801	19046.6561483801	JU258
ptg000169l	107883.973925797	139395.853165494	31511.8792396971	JU258
ptg000174l	112989	162689.488476672	49700.4884766723	JU258
ptg000178l	135438.035086351	151574.267012845	16136.2319264936	JU258
ptg000182l	88604.8174565932	97566	8961.18254340685	JU258
ptg000001l	558533.816480872	679305	120771.183519128	JU2526
ptg000001l	918026	934086.131034483	16060.1310344827	JU2526
ptg000001l	1679692.30353569	1697803.00688231	18110.7033466219	JU2526
ptg000001l	1713784.81948678	1726610.52699466	12825.7075078802	JU2526
ptg000001l	2076090.28789127	2115028.9514891	38938.6635978317	JU2526
ptg000001l	2511931.82442678	2573877.06877898	61945.2443521963	JU2526
ptg000001l	2585208.98977542	2594045.85331062	8836.86353519931	JU2526
ptg000001l	2714965.31744919	2746428	31462.6825508061	JU2526
ptg000001l	2823238.44518443	2830149.02240147	6910.57721704012	JU2526
ptg000001l	2977561.27534336	2996437.36342964	18876.0880862796	JU2526
ptg000001l	3155506.9607421	3271663	116156.039257899	JU2526
ptg000001l	3279560.43258219	3292121	12560.5674178055	JU2526
ptg000001l	3529978.12694902	3548378.46023011	18400.3332810937	JU2526
ptg000001l	3604718.30679308	3659590.46450079	54872.1577077112	JU2526
ptg000001l	3799333.81897879	3806500.75334056	7166.93436176237	JU2526
ptg000001l	3872664.80600973	3880491	7826.19399026688	JU2526
ptg000001l	3891173.84882449	3949726.6479974	58552.7991729011	JU2526
ptg000001l	4007474.47220414	4016497.1948063	9022.72260216065	JU2526
ptg000001l	4024495.22920392	4034386.73535986	9891.50615594024	JU2526
ptg000001l	4157208.52875613	4172453.81444759	15245.285691462	JU2526
ptg000001l	4555197.74596367	4567181.56914301	11983.8231793372	JU2526
ptg000001l	4747164	4753061.79864226	5897.79864226002	JU2526
ptg000001l	4901566.97696885	4912564	10997.02303115	JU2526
ptg000001l	7653185.93514329	7734174.14900909	80988.2138658017	JU2526
ptg000001l	9056847.9214981	9078044.33446519	21196.4129670989	JU2526
ptg000001l	12511338.3415868	12530875.3214681	19536.9798812848	JU2526
ptg000001l	12552907.3362228	12602787.6422865	49880.3060636651	JU2526
ptg000001l	13514700.567018	13524736.432982	10035.8659639396	JU2526
ptg000001l	13854266.4079725	13907605.8449086	53339.4369360805	JU2526
ptg000001l	13934668.8080638	13949380.8484625	14712.0403987337	JU2526
ptg000001l	13964383.5102171	13982399.4897829	18015.9795657732	JU2526
ptg000001l	14075286.5316235	14087754.5678624	12468.0362389032	JU2526
ptg000001l	14917536.4600099	15012366.5863797	94830.126369765	JU2526
ptg000001l	15680318.6283396	15738939.751907	58621.1235674415	JU2526
ptg000001l	15762933.6781693	15771797.0771853	8863.39901600033	JU2526
ptg000001l	16076330.0241935	16090536.9002006	14206.876007054	JU2526
ptg000001l	16110781.7690827	16119496.7467644	8714.97768161818	JU2526
ptg000001l	16139353.6675354	16177350.0229904	37996.3554549906	JU2526
ptg000001l	16241928.5692937	16252316.1731229	10387.6038291864	JU2526
ptg000001l	16307176.3342648	16428234.1305095	121057.796244675	JU2526
ptg000001l	16474322.1767225	16515116.4834385	40794.3067159969	JU2526
ptg000001l	16571496.6595092	16578535.3404908	7038.68098159507	JU2526
ptg000001l	16625556.4036586	16684838.9662467	59282.5625880305	JU2526
ptg000001l	16701088	16714582.9169077	13494.9169077054	JU2526
ptg000001l	16867224	16972903	105679	JU2526
ptg000001l	17072832.8125545	17086605.101719	13772.2891644835	JU2526
ptg000001l	17104886.620761	17111587	6700.3792389743	JU2526
ptg000001l	17147591	17199007	51416	JU2526
ptg000001l	17220280.2971459	17378135.8299466	157855.53280073	JU2526
ptg000001l	17393554.541629	17400635.4827782	7080.94114921242	JU2526
ptg000001l	17438450	17461821.6737302	23371.673730202	JU2526
ptg000001l	17542731.6703631	17558526.9953725	15795.3250093907	JU2526
ptg000001l	17564508	17738479	173971	JU2526
ptg000001l	17944214	18150398	206184	JU2526
ptg000001l	18268716.6948708	18277881	9164.30512916669	JU2526
ptg000001l	18365704.5150658	18387032.5396118	21328.0245460793	JU2526
ptg000003l	774333	779740	5407	JU2526
ptg000003l	1501081.1255814	1516467.15669576	15386.031114368	JU2526
ptg000003l	3773671.25906726	3781534.58502375	7863.32595649641	JU2526
ptg000005l	7159616.82832777	7166687.42021665	7070.59188888315	JU2526
ptg000005l	7520953.60389227	7530757.18608288	9803.58219060302	JU2526
ptg000005l	7568743.33192158	7585394.25768668	16650.9257650971	JU2526
ptg000005l	7599113.76121563	7606697.02356268	7583.26234704629	JU2526
ptg000005l	7848724.00377022	7862312.47905341	13588.4752831887	JU2526
ptg000006l	2115095.09173961	2120895.65778567	5800.5660460582	JU2526
ptg000006l	2507203.92534284	2522693.32090871	15489.3955658721	JU2526
ptg000006l	2609827	2621271.17680979	11444.1768097873	JU2526
ptg000006l	2801652.20173711	2818915.34922251	17263.1474853996	JU2526
ptg000006l	2927487	2936004.70008828	8517.70008828351	JU2526
ptg000007l	216540.95116586	253368.52493705	36827.5737711899	JU2526
ptg000007l	277818.068139473	314182.285808472	36364.2176689991	JU2526
ptg000007l	622630	712178.131207675	89548.131207675	JU2526
ptg000007l	768141.000521512	828904.65547629	60763.654954778	JU2526
ptg000007l	1180278	1189458.125	9180.125	JU2526
ptg000007l	1486050.63579992	1499669	13618.3642000826	JU2526
ptg000007l	1614623	1746366	131743	JU2526
ptg000007l	1837593.45816733	1880490.99873689	42897.5405695578	JU2526
ptg000007l	1886712	2128669.00497261	241957.004972615	JU2526
ptg000007l	2041743.88709185	2056253	14509.1129081477	JU2526
ptg000007l	2209115.35111111	2272345.84355301	63230.4924418973	JU2526
ptg000007l	2332956	2365390.26130653	32434.2613065327	JU2526
ptg000008l	1099251.87857762	1108874.35048073	9622.4719031062	JU2526
ptg000008l	2578792.79718623	2610310.38361671	31517.5864304816	JU2526
ptg000008l	2696497.88305432	2715551	19053.1169456821	JU2526
ptg000008l	2859071.56582749	2876249.58596838	17178.0201408928	JU2526
ptg000009l	7033685	7068755	35070	JU2526
ptg000009l	8941189.46932941	8956955.62224689	15766.1529174838	JU2526
ptg000009l	9369833.54393554	9377441.27621654	7607.73228100315	JU2526
ptg000009l	9386462.88193431	9410964.60882182	24501.7268875167	JU2526
ptg000009l	9417967.09692397	9426087.2864673	8120.18954332732	JU2526
ptg000009l	9526650	9537075.12190779	10425.1219077893	JU2526
ptg000011l	253863.994530085	318094	64230.0054699155	JU2526
ptg000011l	377761.374196658	383480	5718.62580334191	JU2526
ptg000011l	422020	520575.892003298	98555.8920032976	JU2526
ptg000011l	551857.971411554	651620	99762.0285884455	JU2526
ptg000011l	658571.635481749	695440.112159489	36868.4766777392	JU2526
ptg000011l	928891.386744639	946449.077040041	17557.6902954011	JU2526
ptg000011l	980230	1103931.24505929	123701.245059289	JU2526
ptg000011l	1551173.59181583	1611897	60723.4081841661	JU2526
ptg000012l	2594131.11501486	2602057.12772586	7926.01271099923	JU2526
ptg000012l	2653872.98172757	2660992.79513166	7119.81340408744	JU2526
ptg000012l	2672125.68278731	2706459	34333.3172126887	JU2526
ptg000012l	2756237	2764544.96615508	8307.96615507687	JU2526
ptg000012l	3399573.02453988	3416797.33555468	17224.3110148073	JU2526
ptg000012l	4348409	4354132	5723	JU2526
ptg000013l	1267634	1276098.56470115	8464.56470114714	JU2526
ptg000013l	1301241.10346592	1312528.82285335	11287.7193874354	JU2526
ptg000014l	119412	132912.861550328	13500.8615503278	JU2526
ptg000014l	1978392	1986060	7668	JU2526
ptg000014l	3104859	3180194.76614199	75335.7661419851	JU2526
ptg000017l	300158.942087984	376569	76410.0579120158	JU2526
ptg000017l	680702.105345096	705493	24790.894654904	JU2526
ptg000017l	745288.431754875	764194.113098237	18905.6813433621	JU2526
ptg000017l	842635.321116928	854944	12308.6788830715	JU2526
ptg000017l	1183037.21155556	1201719.97005208	18682.7584965278	JU2526
ptg000017l	1441946.62	1451911.75961538	9965.1396153844	JU2526
ptg000017l	1479327	1697435.24870583	218108.248705829	JU2526
ptg000017l	2253828.18273075	2265698.00329761	11869.8205668638	JU2526
ptg000018l	2259589.22774597	2269517.74792034	9928.52017437713	JU2526
ptg000018l	2450435.55514593	2479330.82882836	28895.2736824257	JU2526
ptg000018l	3624614.98196751	3654451.83616144	29836.8541939324	JU2526
ptg000018l	4409165.97853428	4416339.27204429	7173.29351000674	JU2526
ptg000018l	4528229.09864327	4537621.63232991	9392.53368663602	JU2526
ptg000018l	4899408.22562822	4908499.77437178	9091.54874355532	JU2526
ptg000019l	412845	424118.511800405	11273.5118004046	JU2526
ptg000019l	561894.041524847	619673.020952827	57778.97942798	JU2526
ptg000019l	787269.378453039	794916.109117362	7646.7306643232	JU2526
ptg000019l	1074919	1230041.28561965	155122.285619652	JU2526
ptg000019l	1442826.21618799	1449098.35035444	6272.13416645001	JU2526
ptg000019l	1520913	1530740.97978906	9827.97978906287	JU2526
ptg000019l	2164024.01877003	2352842	188817.981229971	JU2526
ptg000020l	16737.8362044846	63070.6734328358	46332.8372283512	JU2526
ptg000020l	68696	243281.004258471	174585.004258471	JU2526
ptg000023l	563035.11031949	570875.979469375	7840.86914988502	JU2526
ptg000002l	658431.909666573	668880.174301979	10448.2646354056	JU2001
ptg000002l	938768.209226018	956308.150892522	17539.9416665038	JU2001
ptg000002l	1065762	1082248	16486	JU2001
ptg000002l	1220160.19780683	1236885.34087237	16725.1430655422	JU2001
ptg000002l	1683558.32723595	1949089	265530.672764049	JU2001
ptg000002l	1997258	2081555	84297	JU2001
ptg000002l	2358238	2542072.66757841	183834.66757841	JU2001
ptg000002l	3019256	3024764.28727984	5508.28727984335	JU2001
ptg000002l	3340007.76856187	3393655.92542373	53648.1568618556	JU2001
ptg000002l	3449628.61660553	3544490	94861.3833944695	JU2001
ptg000002l	3847447.71419153	3883811.93186053	36364.217668999	JU2001
ptg000002l	3910602.90994497	3932837.51995305	22234.6100080777	JU2001
ptg000002l	3936829.2100939	3947429.04883414	10599.8387402431	JU2001
ptg000004l	2797225	2873410	76185	JU2001
ptg000006l	1105514.21906874	1114331.52557377	8817.30650503444	JU2001
ptg000007l	435941.028571429	448740.725557718	12799.6969862896	JU2001
ptg000007l	478177.485285462	512820.870894103	34643.3856086407	JU2001
ptg000007l	560186.924813278	569910	9723.07518672198	JU2001
ptg000007l	655985.5125	663583.907828705	7598.39532870532	JU2001
ptg000007l	680450	687390	6940	JU2001
ptg000007l	813968	820416.62	6448.62	JU2001
ptg000007l	849975.05124267	855226.823169445	5251.77192677534	JU2001
ptg000007l	1515215	1526745.51617391	11530.5161739131	JU2001
ptg000007l	1633326.23153182	1647853	14526.7684681804	JU2001
ptg000008l	692883.52527564	747075	54191.4747243603	JU2001
ptg000008l	758622.997888068	805585.1278532	46962.1299651325	JU2001
ptg000008l	849183.781516826	862142	12958.2184831743	JU2001
ptg000008l	993293.404405653	1011696.80390492	18403.3994992711	JU2001
ptg000008l	1459051.68896084	1468065.87201365	9014.18305280991	JU2001
ptg000008l	1510890	1622994.54399775	112104.543997751	JU2001
ptg000008l	2165697.19894671	2182586.68827052	16889.4893238111	JU2001
ptg000008l	2747992	2765058.22539126	17066.2253912622	JU2001
ptg000008l	3133877.46038816	3155205.48493424	21328.0245460793	JU2001
ptg000008l	3167116	3177187.85691843	10071.856918429	JU2001
ptg000008l	3243030	3252194.30512917	9164.3051291653	JU2001
ptg000008l	3379201	3686027	306826	JU2001
ptg000008l	3627123.71005917	3750174	123050.289940828	JU2001
ptg000008l	3720298	3764016.86796413	43718.867964129	JU2001
ptg000009l	816844.346810017	832058.68820974	15214.3413997227	JU2001
ptg000009l	1215419	1227629.34320572	12210.3432057216	JU2001
ptg000009l	1506632.20173711	1523897.96242133	17265.760684215	JU2001
ptg000009l	1632451.04445585	1640966.70008828	8515.65563243465	JU2001
ptg000009l	1724794.38947368	1732673.08788838	7878.69841469335	JU2001
ptg000010l	1511953.89554199	1535291.68628571	23337.7907437277	JU2001
ptg000010l	1542039	1548271.88902765	6232.88902765396	JU2001
ptg000010l	1698273	1712885.48929784	14612.4892978438	JU2001
ptg000010l	1803612.98208744	1816744	13131.0179125641	JU2001
ptg000010l	2842682	2850267.7443724	7585.74437240465	JU2001
ptg000010l	3279500.93982945	3293263.45624601	13762.5164165571	JU2001
ptg000014l	688045.294351848	695657.923034304	7612.62868245621	JU2001
ptg000014l	2280253.59766331	2297293	17039.4023366868	JU2001
ptg000014l	3163361	3171029	7668	JU2001
ptg000015l	135491.831227195	152171.367872293	16679.5366450984	JU2001
ptg000015l	2383393.34424689	2412164.27895526	28770.9347083634	JU2001
ptg000015l	13423299.5404051	13441357.177037	18057.6366319843	JU2001
ptg000015l	14032578.2440468	14048685	16106.7559532393	JU2001
ptg000015l	14344335.649654	14541233	196897.350346021	JU2001
ptg000015l	14552135.9061341	14560484.4506718	8348.54453768954	JU2001
ptg000015l	14572188.0927872	14702867.0333812	130678.940593937	JU2001
ptg000016l	142835.350418808	157714.46589556	14879.1154767522	JU2001
ptg000016l	768122.072621379	780597	12474.9273786214	JU2001
ptg000016l	1998049.01276015	2009989.98723985	11940.9744797042	JU2001
ptg000017l	129035	164593.773247287	35558.7732472866	JU2001
ptg000017l	262123	365628	103505	JU2001
ptg000017l	534323	547058	12735	JU2001
ptg000017l	559400.465154701	620444.232633032	61043.7674783306	JU2001
ptg000017l	820182.081447421	904814.108961837	84632.0275144161	JU2001
ptg000017l	1036981.97601	1086749.94099085	49767.9649808531	JU2001
ptg000017l	1109458.53489009	1116708	7249.46510990895	JU2001
ptg000017l	1143066.07684351	1157814.38479263	14748.3079491216	JU2001
ptg000017l	1465836.10747154	1475458.59717716	9622.48970562196	JU2001
ptg000019l	1290183	1301442.81463415	11259.8146341464	JU2001
ptg000019l	1597973.76881502	1605055	7081.23118497501	JU2001
ptg000019l	2653134.12054329	2660560.47750916	7426.35696586408	JU2001
ptg000021l	1612709	1617870	5161	JU2001
ptg000023l	176987.530857455	200434	23446.469142545	JU2001
ptg000023l	238454.104455362	245590.015600624	7135.91114526236	JU2001
ptg000023l	267838.739615177	277920.165644985	10081.4260298078	JU2001
ptg000025l	406288.21618799	412635.004651163	6346.7884631732	JU2001
ptg000025l	484239	494014.695882046	9775.6958820463	JU2001
ptg000004l	168551.714191528	204914.931860527	36363.2176689991	JU1581
ptg000004l	231706.909944974	268530.04883414	36823.1388891661	JU1581
ptg000004l	474956	485161.86935419	10205.8693541897	JU1581
ptg000005l	1969506	1984261	14755	JU1581
ptg000007l	277015.805873569	283437.511595803	6421.7057222345	JU1581
ptg000007l	1557038	1564704	7666	JU1581
ptg000007l	1915182.24096386	1926454.16242749	11271.9214636323	JU1581
ptg000010l	2014617.59619534	2022489.61052632	7872.01433097641	JU1581
ptg000010l	2106302.29991172	2114820	8517.70008828351	JU1581
ptg000010l	2223389.73097927	2240656.79826289	17267.0672836225	JU1581
ptg000010l	2519389.7013883	2535865.07055215	16475.3691638429	JU1581
ptg000010l	2923374.34221433	2929175.65318998	5801.31097565452	JU1581
ptg000012l	380565.813962559	466079.612964607	85513.7990020489	JU1581
ptg000012l	553695.124577172	675864	122168.875422828	JU1581
ptg000013l	333415.013930137	381638.054076198	48223.0401460611	JU1581
ptg000021l	396858.161369454	404519.151635585	7660.99026613153	JU1581
ptg000021l	704436.706735213	719292.756117021	14856.0493818087	JU1581
ptg000021l	770379.427649274	825124.062714509	54744.6350652348	JU1581
ptg000021l	838233.899639664	879514	41280.1003603364	JU1581
ptg000021l	940777.164680175	948778.835319825	8001.67063965043	JU1581
ptg000032l	718728	761020.060568772	42292.0605687723	JU1581
ptg000035l	198362.225851148	206627.215568862	8264.98971771423	JU1581
ptg000039l	53429.9773112089	61075.1530327869	7645.17572157794	JU1581
ptg000039l	1547524.87047136	1555297.27354164	7772.40307027916	JU1581
ptg000041l	288234.394636782	302065.177404719	13830.7827679366	JU1581
ptg000041l	530930.318264014	569394	38463.6817359856	JU1581
ptg000041l	574612	609873.96356453	35261.9635645302	JU1581
ptg000041l	821833	831222.88520598	9389.88520597981	JU1581
ptg000041l	912565.072861286	922034.12124841	9469.04838712385	JU1581
ptg000041l	1043774.05978561	1081411.25965665	37637.1998710406	JU1581
ptg000041l	1454984.41066159	1461771.55316208	6787.14250049368	JU1581
ptg000044l	239493.626517727	387958	148464.373482273	JU1581
ptg000063l	519044.895541987	542387.686285714	23342.7907437275	JU1581
ptg000063l	689833	723611.733670326	33778.7336703262	JU1581
ptg000063l	807243.051217015	820374	13130.9487829854	JU1581
ptg000069l	274080.268568734	289955.15709757	15874.8885288358	JU1581
ptg000069l	343712	375424.953599048	31712.9535990482	JU1581
ptg000072l	651330.153931391	659938.585067198	8608.43113580649	JU1581
ptg000074l	125789.702740148	142305.451580831	16515.7488406834	JU1581
ptg000080l	387	15176.8525896414	14789.8525896414	JU1581
ptg000082l	160633.284737418	183173	22539.7152625821	JU1581
ptg000082l	183402	338428	155026	JU1581
ptg000083l	127268	217010.38339447	89742.3833944695	JU1581
ptg000083l	272976.000521512	333720.151489719	60744.1509682064	JU1581
ptg000084l	60377.785697208	72251	11873.214302792	JU1581
ptg000088l	10815.2493175614	21317	10501.7506824386	JU1581
ptg000088l	52418	61598.125	9180.125	JU1581
ptg000088l	91286.2789655172	100826.185801488	9539.90683597118	JU1581
ptg000089l	4663	89033.4462650602	84370.4462650602	JU1581
ptg000091l	242117.486111111	313549.071924806	71431.5858136947	JU1581
ptg000091l	356460.069962296	362558.385710838	6098.31574854179	JU1581
ptg000096l	24219.778790949	31673.750699161	7453.971908212	JU1581
ptg000002l	3635362	3710341	74979	JU1409
ptg000003l	721042.835861444	759986.825403336	38943.9895418916	JU1409
ptg000003l	890897.909402883	910655.58656284	19757.6771599569	JU1409
ptg000003l	1235525.14217443	1252730.29267151	17205.1504970731	JU1409
ptg000003l	1527405	1665335.93572932	137930.935729319	JU1409
ptg000003l	2181233.26856873	2198103.62592462	16870.3573558875	JU1409
