strain	gene
ECA2111	g19402
ECA2111	g14378
ECA2111	g11158
ECA2111	g18159
ECA2111	g3476
ECA2111	g3646
ECA2111	g2760
ECA2111	g686
ECA2111	g10658
ECA2111	g15784
ECA2111	g2763
ECA2111	g10623
ECA2111	g10660
ECA2111	g15783
ECA2111	g21463
ECA2111	g10652
ECA2111	g10657
ECA2111	g8460
ECA2111	g11717
ECA2111	g3500
ECA2111	g2003
ECA2111	g11157
ECA2111	g15753
ECA2111	g3471
ECA2111	g16489
ECA2111	g9438
ECA2111	g21472
ECA2111	g15786
ECA2111	g12229
ECA2111	g15789
ECA2111	g10266
ECA2111	g11150
ECA2111	g18506
ECA2111	g18368
ECA2111	g19413
ECA2111	g311
ECA2111	g10650
ECA2968	g2428
ECA2968	g4328
ECA2968	g22584
ECA2968	g9321
ECA2968	g4308
ECA2968	g1994
ECA2968	g3813
ECA2968	g2401
ECA2968	g3832
ECA2968	g4304
ECA2968	g9146
ECA2968	g16147
ECA2968	g2810
ECA2968	g9144
ECA2968	g347
ECA2968	g6211
ECA2968	g2426
ECA2968	g6179
ECA2968	g851
ECA2968	g3833
ECA2968	g16146
ECA2968	g6181
ECA2968	g3814
ECA2968	g185
ECA2968	g1292
ECA2968	g22585
ECA2968	g11467
ECA2968	g16275
ECA2968	g184
ECA2968	g20512
ECA2968	g4258
ECA2968	g4326
ECA2968	g3461
ECA2968	g6175
ECA2968	g3807
ECA2968	g6174
ECA2968	g17308
ECA2968	g8856
ECA2968	g3830
ECA2968	g3834
ECA2968	g4301
ECA2968	g3809
ECA2968	g15049
ECA2968	g15519
ECA2968	g3829
ECA2968	g4063
ECA2968	g22583
ECA2968	g4303
ECA2968	g5210
ECA2968	g4298
ECA2968	g6176
ECA2968	g3828
ECA2968	g4306
ECA2968	g3831
ECA2968	g16276
ECA2968	g22761
ECA2968	g7587
ECA2968	g7308
ECA2968	g18508
ECA2968	g6180
ECA2968	g9148
ECA2968	g18499
ECA2968	g692
ECA2968	g4299
ECA2968	g4334
ECA2968	g7797
ECA2968	g2767
ECA2968	g4297
ECA2968	g6177
ECA2968	g6178
ECA2968	g17526
ECA2968	g6172
ECA2968	g6173
ECA2968	g4305
ECA2968	g4300
ECA2968	g8857
ECA2968	g3283
ECA2968	g9173
ECA2968	g9143
ECA2968	g20513
ECA2968	g7876
ECA2968	g2427
ECA2968	g2400
ECA2968	g2849
ECA2968	g22578
ECA2968	g4696
ECA2968	g3835
ECA2968	g17174
ECA2968	g16265
ECA2968	g312
ECA2968	g4307
ECA923	g12682
ECA923	g12709
ECA923	g7712
ECA923	g13874
ECA923	g8569
ECA923	g3017
ECA923	g19850
ECA923	g21921
ECA923	g21142
ECA923	g271
ECA923	g9727
ECA923	g21164
ECA923	g19686
ECA923	g15589
ECA923	g20715
ECA923	g20692
ECA923	g21166
ECA923	g15557
ECA923	g19178
ECA923	g12708
ECA923	g21141
ECA923	g20720
ECA923	g13039
ECA923	g21146
ECA923	g20718
ECA923	g18736
ECA923	g7713
ECA923	g15559
ECA923	g21509
ECA923	g3952
ECA923	g20762
ECA923	g21500
ECA923	g21510
ECA923	g20712
ECA923	g5631
ECA923	g15553
ECA923	g12681
ECA923	g15552
ECA923	g20693
ECA923	g13117
ECA923	g13081
ECA923	g20711
ECA923	g21144
ECA923	g15554
ECA923	g21140
ECA923	g9728
ECA923	g10347
ECA923	g20921
ECA923	g7711
ECA923	g19849
ECA923	g9596
ECA923	g9606
ECA923	g21143
ECA923	g9595
ECA923	g16975
ECA923	g16696
ECA923	g15558
ECA923	g20719
ECA923	g273
ECA923	g21499
ECA923	g20721
ECA923	g19337
ECA923	g20713
ECA923	g1952
ECA923	g15555
ECA923	g15556
ECA923	g15550
ECA923	g15551
ECA923	g20695
ECA923	g12273
ECA923	g10813
ECA923	g3018
ECA923	g20714
ECA923	g21159
ECA923	g268
ECA923	g13883
ECA923	g5632
ECA923	g2034
ECA923	g21145
ECA923	g7707
ECA923	g269
ECA923	g8341
ECA923	g20717
ECA923	g19720
ECA923	g21160
ECA923	g21685
ECA923	g20318
ECA923	g21139
ECA923	g8706
ECA923	g297
ECA923	g449
JU346	g7798
JU346	g2321
JU346	g19845
JU346	g4720
JU346	g8232
JU346	g1505
JU346	g4765
JU346	g4272
JU346	g7824
JU346	g11887
JU346	g9925
JU346	g7417
JU346	g4763
JU346	g11885
JU346	g5783
JU346	g4792
JU346	g15215
JU346	g9371
JU346	g5621
JU346	g4291
JU346	g9691
JU346	g8932
JU346	g2320
JU346	g17816
JU346	g1504
JU346	g5620
JU346	g14652
JU346	g1511
JU346	g4761
JU346	g7799
JU346	g4790
JU346	g4293
JU346	g1508
JU346	g4767
JU346	g1509
JU346	g4762
JU346	g16263
JU346	g1510
JU346	g4289
JU346	g4771
JU346	g1507
JU346	g4268
JU346	g3916
JU346	g3144
JU346	g9926
JU346	g4286
JU346	g4772
JU346	g3611
JU346	g4288
JU346	g2322
JU346	g16875
JU346	g4266
JU346	g18565
JU346	g95
JU346	g12073
JU346	g1503
JU346	g11889
JU346	g22174
JU346	g4290
JU346	g369
JU346	g4798
JU346	g7459
JU346	g1506
JU346	g1502
JU346	g19629
JU346	g3735
JU346	g1472
JU346	g4524
JU346	g11884
JU346	g16866
JU346	g14651
JU346	g15294
JU346	g4294
JU346	g7825
JU346	g4622
JU346	g4273
JU346	g4292
JU346	g7379
JU346	g18566
JU346	g4769
JU346	g2326
JU346	g4770
JU346	g4764
JU346	g16264
JU346	g4768
JU346	g4287
JU346	g5153
JU346	g19465
JU346	g18555
JU346	g11915
JU346	g5748
NIC1790	g3333
NIC1790	g21503
NIC1790	g14577
NIC1790	g1098
NIC1790	g4929
NIC1790	g263
NIC1790	g6807
NIC1790	g13413
NIC1790	g241
NIC1790	g3687
NIC1790	g235
NIC1790	g6809
NIC1790	g1256
NIC1790	g17564
NIC1790	g13412
NIC1790	g3305
NIC1790	g5609
NIC1790	g1766
NIC1790	g3306
NIC1790	g3332
NIC1790	g238
NIC1790	g5602
NIC1790	g15370
NIC1790	g265
NIC1790	g266
NIC1790	g2206
NIC1790	g21504
NIC1790	g5606
NIC1790	g7088
NIC1790	g9963
NIC1790	g3636
NIC1790	g15929
NIC1790	g15905
NIC1790	g3640
NIC1790	g273
NIC1790	g15903
NIC1790	g5607
NIC1790	g233
NIC1790	g5608
NIC1790	g15927
NIC1790	g5605
NIC1790	g240
NIC1790	g15930
NIC1790	g15555
NIC1790	g245
NIC1790	g3732
NIC1790	g12776
NIC1790	g15926
NIC1790	g19
NIC1790	g21502
NIC1790	g6561
NIC1790	g15910
NIC1790	g1099
NIC1790	g13543
NIC1790	g234
NIC1790	g13544
NIC1790	g16187
NIC1790	g16474
NIC1790	g15924
NIC1790	g5601
NIC1790	g6805
NIC1790	g1606
NIC1790	g15928
NIC1790	g8138
NIC1790	g5604
NIC1790	g5600
NIC1790	g192
NIC1790	g262
NIC1790	g2903
NIC1790	g6810
NIC1790	g4496
NIC1790	g19725
NIC1790	g8057
NIC1790	g15931
NIC1790	g6634
NIC1790	g19724
NIC1790	g5603
NIC1790	g242
NIC1790	g21498
NIC1790	g237
NIC1790	g14809
NIC1790	g1224
NIC1790	g15909
NIC1790	g15925
NIC1790	g236
NIC1790	g625
NIC1790	g243
NIC1790	g14444
NIC1790	g13533
NIC1790	g6781
NIC1790	g244
NIC1792	g7821
NIC1792	g17776
NIC1792	g20429
NIC1792	g15424
NIC1792	g5575
NIC1792	g4739
NIC1792	g13338
NIC1792	g15300
NIC1792	g4710
NIC1792	g13340
NIC1792	g5739
NIC1792	g2754
NIC1792	g7793
NIC1792	g2793
NIC1792	g4258
NIC1792	g6246
NIC1792	g7820
NIC1792	g4713
NIC1792	g2786
NIC1792	g21502
NIC1792	g4741
NIC1792	g4742
NIC1792	g8155
NIC1792	g6683
NIC1792	g17775
NIC1792	g2790
NIC1792	g11074
NIC1792	g4260
NIC1792	g4235
NIC1792	g22004
NIC1792	g15299
NIC1792	g4747
NIC1792	g4233
NIC1792	g2791
NIC1792	g4708
NIC1792	g8234
NIC1792	g8197
NIC1792	g2792
NIC1792	g4257
NIC1792	g2789
NIC1792	g4715
NIC1792	g4261
NIC1792	g7794
NIC1792	g19390
NIC1792	g4720
NIC1792	g14660
NIC1792	g4256
NIC1792	g4495
NIC1792	g17777
NIC1792	g3754
NIC1792	g4240
NIC1792	g5576
NIC1792	g4709
NIC1792	g1373
NIC1792	g1657
NIC1792	g4254
NIC1792	g2785
NIC1792	g13336
NIC1792	g6086
NIC1792	g4259
NIC1792	g16477
NIC1792	g2788
NIC1792	g2784
NIC1792	g4716
NIC1792	g4667
NIC1792	g4738
NIC1792	g7386
NIC1792	g14183
NIC1792	g13341
NIC1792	g8994
NIC1792	g22003
NIC1792	g16397
NIC1792	g4262
NIC1792	g19379
NIC1792	g19389
NIC1792	g2787
NIC1792	g4717
NIC1792	g21319
NIC1792	g17781
NIC1792	g4712
NIC1792	g20663
NIC1792	g5706
NIC1792	g4239
NIC1792	g4255
NIC1792	g4711
NIC1792	g5103
NIC1792	g4718
NIC1792	g20298
NIC1792	g13312
NIC1792	g13162
NIC1792	g4719
QG4021	g4046
QG4021	g4019
QG4021	g17037
QG4021	g5777
QG4021	g9566
QG4021	g11227
QG4021	g12667
QG4021	g6983
QG4021	g11249
QG4021	g11255
QG4021	g12665
QG4021	g3668
QG4021	g9729
QG4021	g4385
QG4021	g1785
QG4021	g10233
QG4021	g4020
QG4021	g11252
QG4021	g17231
QG4021	g6982
QG4021	g11225
QG4021	g11224
QG4021	g12281
QG4021	g17038
QG4021	g743
QG4021	g4353
QG4021	g7113
QG4021	g13871
QG4021	g11704
QG4021	g11729
QG4021	g4347
QG4021	g11218
QG4021	g4350
QG4021	g4047
QG4021	g11731
QG4021	g4349
QG4021	g11257
QG4021	g4348
QG4021	g11707
QG4021	g4351
QG4021	g11250
QG4021	g11703
QG4021	g14507
QG4021	g11245
QG4021	g18183
QG4021	g11708
QG4021	g11471
QG4021	g17036
QG4021	g21687
QG4021	g11724
QG4021	g9567
QG4021	g7103
QG4021	g11256
QG4021	g3625
QG4021	g7114
QG4021	g17441
QG4021	g5481
QG4021	g11710
QG4021	g4354
QG4021	g12669
QG4021	g10074
QG4021	g11705
QG4021	g3710
QG4021	g18457
QG4021	g4355
QG4021	g11299
QG4021	g11228
QG4021	g8546
QG4021	g3202
QG4021	g11706
QG4021	g12664
QG4021	g1796
QG4021	g18537
QG4021	g11702
QG4021	g4218
QG4021	g11248
QG4021	g17232
QG4021	g17032
QG4021	g11253
QG4021	g4352
QG4021	g5985
QG4021	g9695
QG4021	g11725
QG4021	g11709
QG4021	g11254
QG4021	g14047
QG4021	g9100
QG4021	g11247
QG4021	g8013
QG4021	g12693
QG4021	g11246
XZ1513	g13170
XZ1513	g18196
XZ1513	g4032
XZ1513	g19502
XZ1513	g13607
XZ1513	g13197
XZ1513	g3527
XZ1513	g4028
XZ1513	g17068
XZ1513	g6060
XZ1513	g3503
XZ1513	g12793
XZ1513	g17066
XZ1513	g21463
XZ1513	g12285
XZ1513	g4052
XZ1513	g3501
XZ1513	g12316
XZ1513	g14743
XZ1513	g3528
XZ1513	g12314
XZ1513	g21300
XZ1513	g14308
XZ1513	g18197
XZ1513	g1528
XZ1513	g21299
XZ1513	g10928
XZ1513	g3983
XZ1513	g4050
XZ1513	g22263
XZ1513	g12320
XZ1513	g12321
XZ1513	g16785
XZ1513	g3525
XZ1513	g3529
XZ1513	g4025
XZ1513	g7149
XZ1513	g6679
XZ1513	g3523
XZ1513	g3761
XZ1513	g2720
XZ1513	g18195
XZ1513	g4027
XZ1513	g4022
XZ1513	g12319
XZ1513	g4030
XZ1513	g3526
XZ1513	g22451
XZ1513	g20534
XZ1513	g11418
XZ1513	g3521
XZ1513	g12315
XZ1513	g17070
XZ1513	g17251
XZ1513	g11427
XZ1513	g21805
XZ1513	g4023
XZ1513	g4058
XZ1513	g12836
XZ1513	g4021
XZ1513	g12318
XZ1513	g12317
XZ1513	g19739
XZ1513	g12323
XZ1513	g12322
XZ1513	g4029
XZ1513	g4024
XZ1513	g22083
XZ1513	g17095
XZ1513	g3522
XZ1513	g3508
XZ1513	g17065
XZ1513	g10927
XZ1513	g15195
XZ1513	g2796
XZ1513	g13171
XZ1513	g13198
XZ1513	g12755
XZ1513	g5931
XZ1513	g18191
XZ1513	g16786
XZ1513	g3507
XZ1513	g13172
XZ1513	g9726
XZ1513	g5932
XZ1513	g3530
XZ1513	g5029
XZ1513	g5942
XZ1513	g6061
XZ1513	g21428
XZ1513	g4031
CB4856	g5821
CB4856	g2777
CB4856	g10623
CB4856	g2704
CB4856	g14572
CB4856	g2749
CB4856	g2262
CB4856	g20322
CB4856	g1789
CB4856	g2747
CB4856	g1791
CB4856	g14533
CB4856	g11775
CB4856	g6882
CB4856	g17515
CB4856	g4260
CB4856	g5820
CB4856	g11646
CB4856	g6155
CB4856	g2281
CB4856	g14542
CB4856	g12827
CB4856	g14540
CB4856	g21757
CB4856	g3601
CB4856	g2745
CB4856	g5793
CB4856	g17895
CB4856	g2774
CB4856	g2283
CB4856	g14536
CB4856	g2256
CB4856	g2751
CB4856	g11776
CB4856	g14534
CB4856	g6201
CB4856	g2746
CB4856	g2279
CB4856	g2755
CB4856	g14535
CB4856	g2258
CB4856	g6238
CB4856	g14538
CB4856	g3759
CB4856	g2756
CB4856	g21578
CB4856	g21279
CB4856	g21267
CB4856	g2278
CB4856	g17897
CB4856	g14537
CB4856	g19666
CB4856	g3602
CB4856	g11645
CB4856	g15642
CB4856	g2276
CB4856	g2512
CB4856	g14541
CB4856	g1787
CB4856	g4099
CB4856	g2280
CB4856	g2783
CB4856	g16844
CB4856	g17516
CB4856	g5383
CB4856	g4684
CB4856	g17896
CB4856	g2263
CB4856	g1792
CB4856	g6873
CB4856	g16765
CB4856	g2284
CB4856	g2607
CB4856	g15915
CB4856	g1616
CB4856	g2282
CB4856	g14539
CB4856	g14393
CB4856	g2753
CB4856	g17901
CB4856	g2754
CB4856	g2748
CB4856	g10407
CB4856	g2752
CB4856	g2277
CB4856	g3131
CB4856	g10753
CB4856	g11656
CB4856	g1763
CB4856	g3726
DL238	g8853
DL238	g15190
DL238	g3114
DL238	g19535
DL238	g9350
DL238	g7983
DL238	g11846
DL238	g17549
DL238	g10753
DL238	g9354
DL238	g8851
DL238	g9331
DL238	g3153
DL238	g1238
DL238	g18788
DL238	g7307
DL238	g7303
DL238	g10754
DL238	g6851
DL238	g534
DL238	g3144
DL238	g8849
DL238	g13555
DL238	g3146
DL238	g8822
DL238	g8823
DL238	g21001
DL238	g9356
DL238	g3152
DL238	g9332
DL238	g8847
DL238	g9330
DL238	g9329
DL238	g3148
DL238	g18446
DL238	g18445
DL238	g9349
DL238	g3151
DL238	g11377
DL238	g9333
DL238	g9092
DL238	g18413
DL238	g8850
DL238	g8824
DL238	g7816
DL238	g15191
DL238	g3149
DL238	g4126
DL238	g7982
DL238	g8826
DL238	g10621
DL238	g1741
DL238	g2017
DL238	g9335
DL238	g5850
DL238	g3145
DL238	g756
DL238	g17551
DL238	g9726
DL238	g15189
DL238	g18834
DL238	g18784
DL238	g7470
DL238	g18867
DL238	g9328
DL238	g4795
DL238	g8894
DL238	g20821
DL238	g17576
DL238	g8846
DL238	g6141
DL238	g17546
DL238	g1229
DL238	g19536
DL238	g4875
DL238	g9327
DL238	g8845
DL238	g17726
DL238	g8455
DL238	g3147
DL238	g15195
DL238	g8843
DL238	g17547
DL238	g9334
DL238	g10622
DL238	g10633
DL238	g8852
DL238	g7852
DL238	g8844
DL238	g3150
ECA1757	g6515
ECA1757	g10914
ECA1757	g14621
ECA1757	g5203
ECA1757	g542
ECA1757	g8803
ECA1757	g18975
ECA1757	g4732
ECA1757	g5199
ECA1757	g2759
ECA1757	g20066
ECA1757	g4707
ECA1757	g2761
ECA1757	g8635
ECA1757	g4730
ECA1757	g20065
ECA1757	g5223
ECA1757	g4705
ECA1757	g3042
ECA1757	g8101
ECA1757	g4733
ECA1757	g13647
ECA1757	g7664
ECA1757	g10913
ECA1757	g4024
ECA1757	g15989
ECA1757	g543
ECA1757	g5154
ECA1757	g536
ECA1757	g6516
ECA1757	g5221
ECA1757	g4357
ECA1757	g539
ECA1757	g538
ECA1757	g20195
ECA1757	g537
ECA1757	g4729
ECA1757	g540
ECA1757	g4734
ECA1757	g5196
ECA1757	g19439
ECA1757	g4728
ECA1757	g4958
ECA1757	g10915
ECA1757	g5198
ECA1757	g12984
ECA1757	g5193
ECA1757	g5201
ECA1757	g4731
ECA1757	g8802
ECA1757	g6134
ECA1757	g20196
ECA1757	g1942
ECA1757	g4726
ECA1757	g6543
ECA1757	g544
ECA1757	g2757
ECA1757	g5056
ECA1757	g8271
ECA1757	g5194
ECA1757	g1667
ECA1757	g6964
ECA1757	g5229
ECA1757	g4104
ECA1757	g6175
ECA1757	g541
ECA1757	g545
ECA1757	g14405
ECA1757	g21619
ECA1757	g5200
ECA1757	g6095
ECA1757	g5195
ECA1757	g4174
ECA1757	g2732
ECA1757	g575
ECA1757	g4727
ECA1757	g4712
ECA1757	g2762
ECA1757	g12983
ECA1757	g5192
ECA1757	g6544
ECA1757	g2578
ECA1757	g10919
ECA1757	g4711
ECA1757	g9279
ECA1757	g4735
ECA1757	g21089
ECA1757	g20186
ECA1757	g8670
ECA1757	g5202
ECA1843	g1191
ECA1843	g17145
ECA1843	g2055
ECA1843	g1611
ECA1843	g5217
ECA1843	g19408
ECA1843	g10480
ECA1843	g18309
ECA1843	g4752
ECA1843	g10662
ECA1843	g5200
ECA1843	g3713
ECA1843	g8510
ECA1843	g5197
ECA1843	g18310
ECA1843	g448
ECA1843	g12071
ECA1843	g8542
ECA1843	g12070
ECA1843	g21380
ECA1843	g5199
ECA1843	g14899
ECA1843	g4793
ECA1843	g4744
ECA1843	g21385
ECA1843	g4725
ECA1843	g3203
ECA1843	g5224
ECA1843	g8549
ECA1843	g8544
ECA1843	g5198
ECA1843	g8551
ECA1843	g8552
ECA1843	g5222
ECA1843	g5567
ECA1843	g10200
ECA1843	g1610
ECA1843	g2759
ECA1843	g21384
ECA1843	g3881
ECA1843	g18941
ECA1843	g5218
ECA1843	g4728
ECA1843	g4978
ECA1843	g4357
ECA1843	g4747
ECA1843	g4743
ECA1843	g4750
ECA1843	g5201
ECA1843	g3880
ECA1843	g18182
ECA1843	g8548
ECA1843	g7412
ECA1843	g4888
ECA1843	g4727
ECA1843	g8541
ECA1843	g5202
ECA1843	g16938
ECA1843	g3359
ECA1843	g12799
ECA1843	g10199
ECA1843	g18181
ECA1843	g8540
ECA1843	g8547
ECA1843	g7128
ECA1843	g5747
ECA1843	g4746
ECA1843	g10477
ECA1843	g439
ECA1843	g12720
ECA1843	g10482
ECA1843	g8543
ECA1843	g8545
ECA1843	g9497
ECA1843	g8550
ECA1843	g1636
ECA1843	g1289
ECA1843	g4745
ECA1843	g4753
ECA1843	g8546
ECA1843	g3717
ECA1843	g10478
ECA1843	g4749
ECA1843	g4751
ECA1843	g18191
ECA1843	g1237
ECA1843	g21386
ECA1843	g17280
ECA1843	g10507
ECA1843	g3753
ECA1889	g3313
ECA1889	g6414
ECA1889	g18538
ECA1889	g19083
ECA1889	g17283
ECA1889	g6434
ECA1889	g6963
ECA1889	g1690
ECA1889	g3340
ECA1889	g6943
ECA1889	g6438
ECA1889	g20968
ECA1889	g2932
ECA1889	g17105
ECA1889	g5408
ECA1889	g13311
ECA1889	g6945
ECA1889	g13273
ECA1889	g15771
ECA1889	g6436
ECA1889	g4902
ECA1889	g6942
ECA1889	g20969
ECA1889	g6962
ECA1889	g5576
ECA1889	g4465
ECA1889	g18537
ECA1889	g11930
ECA1889	g13279
ECA1889	g5577
ECA1889	g7664
ECA1889	g6485
ECA1889	g6416
ECA1889	g7318
ECA1889	g13276
ECA1889	g6969
ECA1889	g13274
ECA1889	g6946
ECA1889	g19301
ECA1889	g18543
ECA1889	g13277
ECA1889	g6941
ECA1889	g6441
ECA1889	g6967
ECA1889	g13275
ECA1889	g2158
ECA1889	g6947
ECA1889	g6710
ECA1889	g3315
ECA1889	g13278
ECA1889	g18539
ECA1889	g16826
ECA1889	g6439
ECA1889	g6444
ECA1889	g6944
ECA1889	g20838
ECA1889	g14702
ECA1889	g14418
ECA1889	g6949
ECA1889	g13280
ECA1889	g17109
ECA1889	g5061
ECA1889	g6443
ECA1889	g3769
ECA1889	g6408
ECA1889	g2977
ECA1889	g6445
ECA1889	g13281
ECA1889	g22511
ECA1889	g6437
ECA1889	g6442
ECA1889	g7499
ECA1889	g6948
ECA1889	g10059
ECA1889	g17104
ECA1889	g7665
ECA1889	g15853
ECA1889	g3314
ECA1889	g3341
ECA1889	g22520
ECA1889	g2893
ECA1889	g6048
ECA1889	g20839
ECA1889	g6940
ECA1889	g19946
ECA1889	g20849
ECA1889	g17134
ECA1889	g5444
ECA1889	g6435
ECA1889	g17107
ECA2081	g6823
ECA2081	g12673
ECA2081	g16060
ECA2081	g12675
ECA2081	g2296
ECA2081	g17210
ECA2081	g3658
ECA2081	g1178
ECA2081	g3654
ECA2081	g1210
ECA2081	g4536
ECA2081	g3136
ECA2081	g20696
ECA2081	g3395
ECA2081	g3161
ECA2081	g3681
ECA2081	g3662
ECA2081	g3664
ECA2081	g3685
ECA2081	g17082
ECA2081	g3692
ECA2081	g8321
ECA2081	g1179
ECA2081	g12677
ECA2081	g7143
ECA2081	g3659
ECA2081	g7225
ECA2081	g3159
ECA2081	g5223
ECA2081	g1174
ECA2081	g12862
ECA2081	g12387
ECA2081	g3157
ECA2081	g4669
ECA2081	g3655
ECA2081	g1172
ECA2081	g6378
ECA2081	g1171
ECA2081	g1175
ECA2081	g3138
ECA2081	g2804
ECA2081	g4050
ECA2081	g6824
ECA2081	g3652
ECA2081	g3513
ECA2081	g3663
ECA2081	g19476
ECA2081	g21444
ECA2081	g21917
ECA2081	g15848
ECA2081	g222
ECA2081	g3156
ECA2081	g17081
ECA2081	g15666
ECA2081	g5660
ECA2081	g15670
ECA2081	g5064
ECA2081	g6784
ECA2081	g12386
ECA2081	g19472
ECA2081	g11332
ECA2081	g3653
ECA2081	g3612
ECA2081	g15667
ECA2081	g19478
ECA2081	g2623
ECA2081	g3661
ECA2081	g3684
ECA2081	g4704
ECA2081	g20705
ECA2081	g11412
ECA2081	g2574
ECA2081	g4535
ECA2081	g7184
ECA2081	g1173
ECA2081	g3656
ECA2081	g3660
ECA2081	g3142
ECA2081	g19477
ECA2081	g1176
ECA2081	g12672
ECA2081	g17211
ECA2081	g1177
ECA2081	g3160
ECA2081	g16193
ECA2081	g17092
ECA2081	g12702
ECA2081	g3158
ECA2081	g3143
ECA2081	g3683
ECA2417	g10290
ECA2417	g9148
ECA2417	g13428
ECA2417	g15586
ECA2417	g13430
ECA2417	g16684
ECA2417	g724
ECA2417	g13433
ECA2417	g4886
ECA2417	g4924
ECA2417	g12564
ECA2417	g13953
ECA2417	g13405
ECA2417	g13699
ECA2417	g13928
ECA2417	g723
ECA2417	g15587
ECA2417	g4920
ECA2417	g1978
ECA2417	g7159
ECA2417	g9957
ECA2417	g13398
ECA2417	g13930
ECA2417	g13932
ECA2417	g11877
ECA2417	g4922
ECA2417	g538
ECA2417	g13437
ECA2417	g12429
ECA2417	g13438
ECA2417	g20467
ECA2417	g10726
ECA2417	g9876
ECA2417	g4925
ECA2417	g4921
ECA2417	g13951
ECA2417	g14287
ECA2417	g13043
ECA2417	g10289
ECA2417	g13426
ECA2417	g20262
ECA2417	g18372
ECA2417	g16210
ECA2417	g13436
ECA2417	g5881
ECA2417	g13933
ECA2417	g15460
ECA2417	g21096
ECA2417	g3791
ECA2417	g11437
ECA2417	g4918
ECA2417	g3513
ECA2417	g721
ECA2417	g21100
ECA2417	g13434
ECA2417	g10322
ECA2417	g1015
ECA2417	g2058
ECA2417	g4917
ECA2417	g13480
ECA2417	g21097
ECA2417	g12035
ECA2417	g18374
ECA2417	g14473
ECA2417	g13409
ECA2417	g12393
ECA2417	g727
ECA2417	g9139
ECA2417	g13435
ECA2417	g12565
ECA2417	g9917
ECA2417	g4923
ECA2417	g1014
ECA2417	g13406
ECA2417	g13429
ECA2417	g18368
ECA2417	g726
ECA2417	g13947
ECA2417	g18373
ECA2417	g15461
ECA2417	g13407
ECA2417	g4919
ECA2417	g13929
ECA2417	g14562
ECA2417	g15471
ECA2417	g697
ECA2417	g13427
ECA2417	g13431
ECA2417	g13931
ECA2417	g13946
ECA722	g5013
ECA722	g5833
ECA722	g18838
ECA722	g1188
ECA722	g13015
ECA722	g1220
ECA722	g21571
ECA722	g7245
ECA722	g4738
ECA722	g4522
ECA722	g4989
ECA722	g13014
ECA722	g14270
ECA722	g10518
ECA722	g4931
ECA722	g4937
ECA722	g4925
ECA722	g7589
ECA722	g4503
ECA722	g6530
ECA722	g4988
ECA722	g2591
ECA722	g1184
ECA722	g4497
ECA722	g4979
ECA722	g13301
ECA722	g5966
ECA722	g1182
ECA722	g4978
ECA722	g1181
ECA722	g1185
ECA722	g4165
ECA722	g5365
ECA722	g4517
ECA722	g7556
ECA722	g8118
ECA722	g18364
ECA722	g8117
ECA722	g7557
ECA722	g1186
ECA722	g4986
ECA722	g220
ECA722	g5834
ECA722	g7195
ECA722	g17614
ECA722	g2313
ECA722	g4827
ECA722	g19223
ECA722	g13012
ECA722	g4987
ECA722	g4520
ECA722	g7249
ECA722	g6368
ECA722	g13302
ECA722	g16380
ECA722	g14353
ECA722	g1189
ECA722	g8120
ECA722	g3973
ECA722	g5006
ECA722	g5008
ECA722	g19937
ECA722	g6003
ECA722	g4985
ECA722	g4504
ECA722	g13018
ECA722	g21580
ECA722	g15669
ECA722	g1183
ECA722	g12828
ECA722	g4982
ECA722	g4519
ECA722	g4499
ECA722	g17741
ECA722	g4980
ECA722	g4518
ECA722	g8113
ECA722	g13017
ECA722	g15670
ECA722	g4984
ECA722	g8119
ECA722	g17615
ECA722	g4981
ECA722	g1187
ECA722	g4521
ECA722	g16718
ECA722	g17742
ECA722	g17625
ECA722	g12987
ECA722	g7149
ECA741	g16971
ECA741	g10126
ECA741	g1965
ECA741	g2402
ECA741	g11731
ECA741	g16991
ECA741	g7887
ECA741	g5641
ECA741	g301
ECA741	g4286
ECA741	g2376
ECA741	g11729
ECA741	g11728
ECA741	g12382
ECA741	g6745
ECA741	g2708
ECA741	g16594
ECA741	g4254
ECA741	g5642
ECA741	g16973
ECA741	g16961
ECA741	g20321
ECA741	g11730
ECA741	g18825
ECA741	g16920
ECA741	g16826
ECA741	g16972
ECA741	g20326
ECA741	g4253
ECA741	g2375
ECA741	g8167
ECA741	g814
ECA741	g11704
ECA741	g4250
ECA741	g16827
ECA741	g16962
ECA741	g16989
ECA741	g4248
ECA741	g4247
ECA741	g11706
ECA741	g16593
ECA741	g2403
ECA741	g3290
ECA741	g1262
ECA741	g20325
ECA741	g7702
ECA741	g6271
ECA741	g11348
ECA741	g11950
ECA741	g17349
ECA741	g11727
ECA741	g137
ECA741	g5513
ECA741	g13507
ECA741	g5384
ECA741	g4251
ECA741	g136
ECA741	g4255
ECA741	g16965
ECA741	g6273
ECA741	g655
ECA741	g9232
ECA741	g8168
ECA741	g5512
ECA741	g4256
ECA741	g4252
ECA741	g16964
ECA741	g11162
ECA741	g2758
ECA741	g11732
ECA741	g16969
ECA741	g11711
ECA741	g7890
ECA741	g12373
ECA741	g9151
ECA741	g7885
ECA741	g16963
ECA741	g4249
ECA741	g11725
ECA741	g7889
ECA741	g9917
ECA741	g11710
ECA741	g5522
ECA741	g16970
ECA741	g16968
ECA741	g20327
ECA741	g10261
ECA741	g7859
ECA741	g266
ECA741	g2804
ED3049	g8103
ED3049	g8076
ED3049	g1575
