strain	gene
ECA1413	g8019
ECA1413	g21234
ECA1413	g7081
ECA1413	g20470
ECA1413	g6772
ECA1413	g20003
ECA1413	g6796
ECA1413	g9918
ECA1413	g1638
ECA1413	g6173
ECA1413	g11051
ECA1413	g6182
ECA1413	g4358
ECA1413	g11052
ECA1413	g6639
ECA1413	g5717
ECA1413	g6153
ECA1413	g5718
ECA1413	g5691
ECA1413	g7328
ECA1413	g20848
ECA1413	g9962
ECA1413	g4820
ECA1413	g7416
ECA1413	g298
ECA1413	g13417
ECA1413	g6181
ECA1413	g5731
ECA1413	g5719
ECA1413	g6647
ECA1413	g6156
ECA1413	g4689
ECA1413	g6155
ECA1413	g17820
ECA1413	g5339
ECA1413	g11037
ECA1413	g9931
ECA1413	g7664
ECA1413	g21087
ECA1413	g2657
ECA1413	g8014
ECA1413	g5346
ECA1413	g5671
ECA1413	g8868
ECA1413	g21017
ECA1413	g3735
ECA1413	g16936
ECA1413	g383
ECA1413	g21066
ECA1413	g6657
ECA1413	g8867
ECA1413	g5711
ECA1413	g10020
ECA1413	g8042
ECA1413	g5793
ECA1413	g10033
ECA1413	g11085
ECA1413	g8108
ECA1413	g11150
ECA1413	g9915
ECA1413	g10130
ECA1413	g296
ECA1413	g6564
ECA1413	g16938
ECA1413	g6159
ECA1413	g10214
ECA1413	g9752
ECA1413	g9353
ECA1413	g415
ECA1413	g9983
ECA1413	g8321
ECA1413	g524
ECA1413	g9919
ECA1413	g6641
ECA1413	g21015
ECA1413	g9925
ECA1413	g16932
ECA1413	g5690
ECA1413	g21086
ECA1413	g7418
ECA1413	g6642
ECA1413	g1466
ECA1413	g10078
ECA1413	g5994
ECA1413	g8741
ECA1413	g9325
ECA1413	g8101
ECA1413	g9926
ECA1413	g5777
ECA1413	g21628
ECA1413	g5283
ECA1413	g9964
ECA1413	g7602
ECA1413	g20855
ECA1413	g8742
ECA1413	g9787
ECA1413	g301
ECA1413	g5712
ECA1413	g10299
ECA1413	g9858
ECA1413	g8324
ECA1413	g7422
ECA1413	g12752
ECA1413	g4067
ECA1413	g8864
ECA1413	g10279
ECA1413	g5740
ECA1413	g10828
ECA1413	g112
ECA1413	g10420
ECA1413	g12745
ECA1413	g1449
ECA1413	g8018
ECA1413	g19854
ECA1413	g782
ECA1413	g7449
ECA1413	g7526
ECA1413	g10013
ECA1413	g17642
ECA1413	g10115
ECA1413	g20858
ECA1413	g5969
ECA1413	g11042
ECA1413	g10187
ECA1413	g6645
ECA1413	g21047
ECA1413	g18934
ECA1413	g5762
ECA1413	g4905
ECA1413	g2074
ECA1413	g6644
ECA1413	g6180
ECA1413	g7421
ECA1413	g9928
ECA1413	g8325
ECA1413	g8870
ECA1413	g2072
ECA1413	g6795
ECA1413	g2060
ECA1413	g20847
ECA1413	g20859
ECA1413	g4824
ECA1413	g6648
ECA1413	g5715
ECA1413	g10601
ECA1413	g12746
ECA1413	g7448
ECA1413	g5431
ECA1413	g5695
ECA1413	g7420
ECA1413	g6174
ECA1413	g7524
ECA1413	g9180
ECA1413	g7419
ECA1413	g1956
ECA1413	g5694
ECA1413	g5778
ECA1413	g6740
ECA1413	g3737
ECA1413	g20001
ECA1413	g5782
ECA1413	g297
ECA1413	g5739
ECA1413	g5720
ECA1413	g5990
ECA1413	g2480
ECA1413	g20475
ECA1413	g14991
ECA1413	g12351
ECA1413	g10186
ECA1413	g6146
ECA1413	g21874
ECA1413	g6234
ECA1413	g250
ECA1413	g7527
ECA1413	g5768
ECA1413	g899
ECA1413	g10490
ECA1413	g11053
ECA1413	g12868
ECA1413	g6158
ECA1413	g9857
ECA1413	g5722
ECA1413	g5992
ECA1413	g6152
ECA1413	g12399
ECA1413	g17777
ECA1413	g21050
ECA1413	g20002
ECA1413	g4424
ECA1413	g6157
ECA1413	g18318
ECA1413	g8017
ECA1413	g5742
ECA1413	g5606
ECA1413	g4825
ECA1413	g6565
ECA1413	g4552
ECA1413	g5708
ECA1413	g1680
ECA1413	g6567
ECA1413	g21078
ECA1413	g11001
ECA1413	g9790
ECA1413	g14992
ECA1413	g2083
ECA1413	g10014
ECA1413	g5716
ECA1413	g6184
ECA1413	g2120
ECA1413	g9927
ECA1413	g9932
ECA1413	g6183
ECA1413	g4788
ECA1413	g9181
ECA1413	g5767
ECA1413	g10983
ECA1413	g21445
ECA1413	g21648
ECA1413	g21954
ECA1413	g11054
ECA1413	g11000
ECA1413	g10418
ECA1413	g8869
ECA1413	g11098
ECA1413	g22358
ECA1413	g6728
ECA1413	g16937
ECA2199	g3166
ECA2199	g13293
ECA2199	g4098
ECA2199	g3111
ECA2199	g7938
ECA2199	g15843
ECA2199	g21738
ECA2199	g2043
ECA2199	g15031
ECA2199	g11799
ECA2199	g15813
ECA2199	g15816
ECA2199	g16316
ECA2199	g687
ECA2199	g4160
ECA2199	g4726
ECA2199	g5074
ECA2199	g13027
ECA2199	g12861
ECA2199	g3198
ECA2199	g21148
ECA2199	g15773
ECA2199	g16296
ECA2199	g16136
ECA2199	g1558
ECA2199	g4114
ECA2199	g11428
ECA2199	g16282
ECA2199	g11798
ECA2199	g1180
ECA2199	g22540
ECA2199	g3268
ECA2199	g5069
ECA2199	g5113
ECA2199	g828
ECA2199	g3162
ECA2199	g16776
ECA2199	g20373
ECA2199	g16775
ECA2199	g5070
ECA2199	g12429
ECA2199	g6163
ECA2199	g19048
ECA2199	g1181
ECA2199	g6525
ECA2199	g9487
ECA2199	g13379
ECA2199	g742
ECA2199	g19955
ECA2199	g15840
ECA2199	g3087
ECA2199	g16315
ECA2199	g6162
ECA2199	g16291
ECA2199	g1916
ECA2199	g13822
ECA2199	g578
ECA2199	g22541
ECA2199	g2041
ECA2199	g15874
ECA2199	g16246
ECA2199	g8478
ECA2199	g8477
ECA2199	g12860
ECA2199	g16131
ECA2199	g14674
ECA2199	g16786
ECA2199	g15791
ECA2199	g15792
ECA2199	g249
ECA2199	g3401
ECA2199	g3368
ECA2199	g7485
ECA2199	g16850
ECA2199	g16904
ECA2199	g15788
ECA2199	g16305
ECA2199	g13292
ECA2199	g3124
ECA2199	g2999
ECA2199	g16307
ECA2199	g15814
ECA2199	g767
ECA2199	g3123
ECA2199	g7886
ECA2199	g15525
ECA2199	g5536
ECA2199	g4162
ECA2199	g14059
ECA2199	g16134
ECA2199	g11810
ECA2199	g7705
ECA2199	g492
ECA2199	g8963
ECA2199	g3108
ECA2199	g3113
ECA2199	g15818
ECA2199	g16132
ECA2199	g577
ECA2199	g1183
ECA2199	g22575
ECA2199	g12277
ECA2199	g610
ECA2199	g15808
ECA2199	g13577
ECA2199	g1182
ECA2199	g1268
ECA2199	g5071
ECA2199	g3267
ECA2199	g15896
ECA2199	g8113
ECA2199	g15807
ECA2199	g15815
ECA2199	g4541
ECA2199	g13251
ECA2199	g11805
ECA2199	g16876
ECA2199	g3269
ECA2199	g6165
ECA2199	g14681
ECA2199	g19046
ECA2199	g1495
ECA2199	g16928
ECA2199	g4210
ECA2199	g3197
ECA2199	g9468
ECA2199	g81
ECA2199	g4153
ECA2199	g14585
ECA2199	g15766
ECA2199	g3117
ECA2199	g15717
ECA2199	g12877
ECA2199	g1178
ECA2199	g2510
ECA2199	g3153
ECA2199	g3115
ECA2199	g4146
ECA2199	g3603
ECA2199	g3217
ECA2199	g4193
ECA2199	g16318
ECA2199	g16864
ECA2199	g1490
ECA2199	g16774
ECA2199	g14452
ECA2199	g16319
ECA2199	g16772
ECA2199	g12976
ECA2199	g16777
ECA2199	g19042
ECA2199	g15880
ECA2199	g14677
ECA2199	g16177
ECA2199	g12975
ECA2199	g12977
ECA2199	g14670
ECA2199	g16137
ECA2199	g12812
ECA2199	g22539
ECA2199	g5068
ECA2199	g3601
ECA2199	g2365
ECA2199	g6504
ECA2199	g16135
ECA2199	g8964
ECA2199	g2975
ECA2199	g2042
ECA2199	g1209
ECA2199	g1494
ECA2199	g8480
ECA2199	g3487
ECA2199	g1184
ECA2199	g691
ECA2199	g11804
ECA2199	g3121
ECA2199	g7909
ECA2199	g15841
ECA2199	g16294
ECA2199	g16317
ECA2199	g583
ECA2199	g16295
ECA2199	g2039
ECA2199	g16312
ECA2199	g3053
ECA2199	g4605
ECA2199	g3465
ECA2199	g4161
ECA2199	g4152
ECA2199	g14888
ECA2199	g3052
ECA2199	g21981
ECA2199	g15834
ECA2199	g14186
ECA2199	g1915
ECA2199	g15820
ECA2199	g16773
ECA2199	g19766
ECA2199	g14678
ECA2199	g7875
ECA2199	g16693
ECA2199	g15864
ECA2199	g15806
ECA2199	g10036
ECA2199	g7867
ECA2199	g4990
ECA2199	g15945
ECA2199	g4821
ECA2199	g16314
ECA2199	g16371
ECA2199	g5205
ECA2199	g3116
ECA2199	g3118
ECA2199	g4548
ECA2199	g15810
ECA2199	g12864
ECA2199	g8486
ECA2199	g736
ECA2199	g16778
ECA2199	g7866
ECA2199	g4888
ECA2199	g3314
ECA2199	g16308
ECA2199	g3369
ECA2199	g609
ECA2199	g16697
ECA2199	g8121
ECA2199	g4449
ECA2199	g2364
ECA2199	g580
ECA2199	g692
ECA2199	g16138
ECA2199	g7905
ECA2199	g581
ECA2199	g3301
ECA2199	g11591
ECA2199	g11335
ECA2199	g17511
ECA2199	g15862
ECA2199	g17289
ECA2199	g4113
ECA2199	g15809
ECA2199	g12452
ECA2199	g16108
ECA2199	g689
ECA2199	g7910
ECA2199	g3204
ECA2199	g6749
ECA2199	g14724
ECA2199	g4151
ECA2199	g14675
ECA2199	g2044
ECA2199	g16290
ECA2199	g2940
ECA2199	g16768
ECA2199	g3167
ECA2199	g3165
ECA2199	g19050
ECA2199	g16287
ECA2199	g218
ECA2199	g3670
ECA2199	g3152
ECA2199	g11473
ECA2199	g582
ECA2199	g15023
ECA2199	g16692
ECA2199	g16293
ECA2199	g9112
ECA2199	g315
ECA2199	g5829
ECA2199	g4273
ECA2199	g14530
ECA2199	g22618
ECA2199	g3120
ECA2199	g3119
ECA2199	g1179
ECA2199	g5340
ECA2199	g3151
ECA2199	g15787
ECA2199	g16929
ECA2199	g6832
ECA2199	g3483
ECA2199	g2537
ECA2199	g2045
ECA2199	g15817
ECA2199	g12850
ECA2199	g16288
ECA2199	g2040
ECA2199	g5030
ECA2199	g2976
ECA2199	g16292
ECA2199	g1275
ECA2199	g3371
ECA2199	g14676
ECA2199	g16771
ECA2199	g5469
ECA2199	g14673
ECA2199	g3540
ECA2199	g579
ECA2199	g829
ECA2199	g19047
ECA2199	g13560
ECA2199	g20372
ECA2199	g7940
ECA2581	g9593
ECA2581	g4940
ECA2581	g7236
ECA2581	g11138
ECA2581	g4257
ECA2581	g3568
ECA2581	g15162
ECA2581	g2670
ECA2581	g2672
ECA2581	g21173
ECA2581	g1896
ECA2581	g20777
ECA2581	g16283
ECA2581	g7489
ECA2581	g20679
ECA2581	g14582
ECA2581	g20774
ECA2581	g3801
ECA2581	g21196
ECA2581	g17641
ECA2581	g3939
ECA2581	g2987
ECA2581	g10968
ECA2581	g10957
ECA2581	g3631
ECA2581	g16183
ECA2581	g3757
ECA2581	g21603
ECA2581	g22477
ECA2581	g16469
ECA2581	g5272
ECA2581	g1802
ECA2581	g22078
ECA2581	g3834
ECA2581	g3854
ECA2581	g21642
ECA2581	g22079
ECA2581	g12196
ECA2581	g15936
ECA2581	g15978
ECA2581	g21678
ECA2581	g3790
ECA2581	g22075
ECA2581	g21653
ECA2581	g3752
ECA2581	g3686
ECA2581	g12505
ECA2581	g7325
ECA2581	g2671
ECA2581	g12869
ECA2581	g21623
ECA2581	g3753
ECA2581	g1384
ECA2581	g4126
ECA2581	g7746
ECA2581	g1196
ECA2581	g21652
ECA2581	g21374
ECA2581	g2668
ECA2581	g9613
ECA2581	g10591
ECA2581	g21201
ECA2581	g6799
ECA2581	g1801
ECA2581	g3138
ECA2581	g21619
ECA2581	g16122
ECA2581	g21587
ECA2581	g11354
ECA2581	g11167
ECA2581	g21620
ECA2581	g858
ECA2581	g10584
ECA2581	g21657
ECA2581	g1385
ECA2581	g20645
ECA2581	g10115
ECA2581	g21368
ECA2581	g22165
ECA2581	g21183
ECA2581	g6967
ECA2581	g4014
ECA2581	g20778
ECA2581	g21644
ECA2581	g21647
ECA2581	g3895
ECA2581	g20772
ECA2581	g3748
ECA2581	g20707
ECA2581	g6792
ECA2581	g4333
ECA2581	g21204
ECA2581	g1108
ECA2581	g1889
ECA2581	g21175
ECA2581	g826
ECA2581	g15933
ECA2581	g3685
ECA2581	g1195
ECA2581	g15404
ECA2581	g21373
ECA2581	g10967
ECA2581	g6217
ECA2581	g1228
ECA2581	g22304
ECA2581	g4707
ECA2581	g21198
ECA2581	g20776
ECA2581	g15805
ECA2581	g21655
ECA2581	g4721
ECA2581	g21185
ECA2581	g15938
ECA2581	g21673
ECA2581	g11209
ECA2581	g3754
ECA2581	g21622
ECA2581	g21690
ECA2581	g21371
ECA2581	g20691
ECA2581	g21176
ECA2581	g12866
ECA2581	g22076
ECA2581	g17646
ECA2581	g4708
ECA2581	g2119
ECA2581	g687
ECA2581	g11188
ECA2581	g21698
ECA2581	g2180
ECA2581	g15940
ECA2581	g22476
ECA2581	g6373
ECA2581	g21330
ECA2581	g3799
ECA2581	g3947
ECA2581	g20856
ECA2581	g4716
ECA2581	g1448
ECA2581	g17643
ECA2581	g21596
ECA2581	g20779
ECA2581	g20489
ECA2581	g1201
ECA2581	g2667
ECA2581	g2115
ECA2581	g20256
ECA2581	g1800
ECA2581	g4013
ECA2581	g17650
ECA2581	g1227
ECA2581	g22077
ECA2581	g11208
ECA2581	g21528
ECA2581	g4191
ECA2581	g7506
ECA2581	g21197
ECA2581	g3756
ECA2581	g22478
ECA2581	g21131
ECA2581	g12525
ECA2581	g1308
ECA2581	g12868
ECA2581	g2669
ECA2581	g1828
ECA2581	g4678
ECA2581	g20855
ECA2581	g21677
ECA2581	g2118
ECA2581	g3791
ECA2581	g13202
ECA2581	g21178
ECA2581	g4715
ECA2581	g16405
ECA2581	g4109
ECA2581	g21893
ECA2581	g10958
ECA2581	g8095
ECA2581	g13817
ECA2581	g21654
ECA2581	g20765
ECA2581	g2546
ECA2581	g21583
ECA2581	g11136
ECA2581	g8511
ECA2581	g20761
ECA2581	g20482
ECA2581	g21649
ECA2581	g4129
ECA2581	g20781
ECA2581	g4019
ECA2581	g20775
ECA2581	g21675
ECA2581	g1803
ECA2581	g11168
ECA2581	g339
ECA2581	g2547
ECA2581	g16020
ECA2581	g3606
ECA2581	g21174
ECA2581	g6800
ECA2581	g21646
ECA2581	g4758
ECA2581	g1449
ECA2581	g21633
ECA2581	g7235
ECA2581	g21571
ECA2581	g3167
ECA2581	g15903
ECA2581	g16460
ECA2581	g6803
ECA2581	g6816
ECA2581	g6397
ECA2581	g21199
ECA2581	g19202
ECA2581	g13391
ECA2581	g20483
ECA2581	g3751
ECA2581	g16560
ECA2581	g21182
ECA2581	g1805
ECA2581	g2986
ECA2581	g3789
ECA2581	g1198
ECA2581	g21367
ECA2581	g21205
ECA2581	g1199
ECA2581	g4706
ECA2581	g10956
ECA2581	g10113
ECA2581	g16950
ECA2581	g21248
ECA2581	g4615
ECA2581	g21648
ECA2581	g1804
ECA2581	g21369
ECA2581	g3750
ECA2581	g4776
ECA2581	g2666
ECA2581	g3684
ECA2581	g10589
ECA2581	g13818
ECA2581	g19096
ECA2581	g21401
ECA2581	g21624
ECA2581	g4018
ECA2581	g21211
ECA2581	g12277
ECA2581	g22026
ECA2581	g21370
ECA2581	g7982
ECA2581	g3747
ECA2581	g3894
ECA2581	g20773
ECA2581	g20139
ECA2581	g1200
ECA2581	g8642
ECA2581	g22082
ECA2581	g11171
ECA2581	g10114
ECA2581	g3607
ECA2581	g17019
ECA2581	g9313
ECA2581	g5517
ECA2581	g1311
ECA2581	g21200
ECA2581	g924
ECA2581	g10962
ECA2581	g16739
ECA2581	g7194
ECA2581	g15939
ECA2581	g17145
ECA2581	g4187
ECA2581	g1197
ECA2581	g11200
ECA2581	g19201
ECA2581	g9965
ECA2581	g1310
ECA2581	g20621
ECA2581	g1358
ECA2581	g3833
ECA2581	g3840
ECA2581	g21645
ECA2581	g20488
ECA2581	g21172
ECA2581	g20853
ECA2581	g6755
ECA2581	g4256
ECA2581	g22194
ECA2581	g20494
ECA2581	g20622
ECA2581	g3749
ECA2581	g21597
ECA2581	g3896
ECA2581	g22221
ECA2581	g4757
ECA2581	g11565
ECA2581	g4664
ECA2581	g4047
ECA2581	g17645
ECA2581	g1799
ECA2581	g6918
ECA2581	g8820
ECA2581	g21202
ECA742	g8274
ECA742	g3518
ECA742	g7411
ECA742	g12331
ECA742	g1339
ECA742	g14761
ECA742	g15187
ECA742	g7063
ECA742	g7414
ECA742	g13259
ECA742	g15280
ECA742	g1922
ECA742	g12691
ECA742	g9628
ECA742	g7159
ECA742	g7888
ECA742	g14571
ECA742	g18739
ECA742	g7933
ECA742	g10057
ECA742	g14272
ECA742	g10209
ECA742	g12586
ECA742	g12605
ECA742	g14269
ECA742	g9627
ECA742	g7408
ECA742	g12544
ECA742	g7924
ECA742	g12504
ECA742	g3341
ECA742	g12500
ECA742	g14297
ECA742	g8363
ECA742	g18367
ECA742	g15383
ECA742	g18359
ECA742	g14769
ECA742	g9963
ECA742	g5070
ECA742	g6888
ECA742	g15191
ECA742	g3469
ECA742	g8781
ECA742	g9931
ECA742	g14294
ECA742	g10144
ECA742	g7676
ECA742	g16753
ECA742	g17772
ECA742	g3634
ECA742	g10570
ECA742	g14746
ECA742	g11901
ECA742	g7225
ECA742	g12394
ECA742	g17130
ECA742	g261
ECA742	g5826
ECA742	g14290
ECA742	g14300
ECA742	g12543
ECA742	g15320
ECA742	g7680
ECA742	g14759
ECA742	g9537
ECA742	g8273
ECA742	g12776
ECA742	g10056
ECA742	g12889
ECA742	g12506
ECA742	g14770
ECA742	g14299
ECA742	g15810
ECA742	g9934
ECA742	g22178
ECA742	g10145
ECA742	g15186
ECA742	g15252
ECA742	g7410
ECA742	g7678
ECA742	g19729
ECA742	g14739
ECA742	g12502
ECA742	g17765
ECA742	g15192
ECA742	g509
ECA742	g7328
ECA742	g10655
ECA742	g17283
ECA742	g229
ECA742	g14742
ECA742	g9930
ECA742	g1103
ECA742	g14302
ECA742	g14364
ECA742	g9404
ECA742	g14324
ECA742	g12556
ECA742	g14745
ECA742	g9626
ECA742	g22127
ECA742	g14422
ECA742	g14274
ECA742	g7687
ECA742	g13086
ECA742	g12507
ECA742	g4226
ECA742	g9622
ECA742	g15268
ECA742	g6882
ECA742	g10211
ECA742	g8230
ECA742	g2675
ECA742	g12892
ECA742	g9932
ECA742	g14359
ECA742	g14768
ECA742	g14738
ECA742	g15108
ECA742	g5067
ECA742	g5828
ECA742	g5830
ECA742	g10210
ECA742	g14610
ECA742	g13017
ECA742	g14323
ECA742	g14315
ECA742	g16774
ECA742	g88
ECA742	g14247
ECA742	g15201
ECA742	g10939
ECA742	g3631
ECA742	g14747
ECA742	g21750
ECA742	g18366
ECA742	g14744
ECA742	g10105
ECA742	g13496
ECA742	g10053
ECA742	g15107
ECA742	g14569
ECA742	g18826
ECA742	g12509
ECA742	g10054
ECA742	g10871
ECA742	g22137
ECA742	g12769
ECA742	g14819
ECA742	g5834
ECA742	g22089
ECA742	g10571
ECA742	g7370
ECA742	g12954
ECA742	g8538
ECA742	g14566
ECA742	g12644
ECA742	g14771
ECA742	g22027
ECA742	g22177
ECA742	g14304
ECA742	g9629
ECA742	g11430
ECA742	g14572
ECA742	g3362
ECA742	g14570
ECA742	g10569
ECA742	g14547
ECA742	g7677
ECA742	g7688
ECA742	g11429
ECA742	g14377
ECA742	g10597
ECA742	g14291
ECA742	g17770
ECA742	g14567
ECA742	g22126
ECA742	g12558
ECA742	g14270
ECA742	g10874
ECA742	g14766
ECA742	g9936
ECA742	g5404
ECA742	g11750
ECA742	g12510
ECA742	g6945
ECA742	g12873
ECA742	g22128
ECA742	g3519
ECA742	g12501
ECA742	g12770
ECA742	g9140
ECA742	g7857
ECA742	g21752
ECA742	g14292
ECA742	g11305
ECA742	g14293
ECA742	g20680
ECA742	g18360
ECA742	g15183
ECA742	g10099
ECA742	g15189
ECA742	g10572
ECA742	g7885
ECA742	g16209
ECA742	g11306
ECA742	g14301
ECA742	g12369
ECA742	g7538
ECA742	g3633
ECA742	g8231
ECA742	g11432
ECA742	g17282
ECA742	g11930
ECA742	g10662
ECA742	g5069
ECA742	g12439
ECA742	g7409
ECA742	g3618
ECA742	g22136
ECA742	g14257
ECA742	g15110
ECA742	g12585
ECA742	g14326
ECA742	g18065
ECA742	g12503
ECA742	g10574
ECA742	g11749
ECA742	g9933
ECA742	g12546
ECA742	g4073
ECA742	g14360
ECA742	g14762
ECA742	g14693
ECA742	g15188
ECA742	g14298
ECA742	g10573
ECA742	g7932
ECA742	g22195
ECA742	g12699
ECA742	g14741
ECA742	g11428
ECA742	g7884
ECA742	g4049
ECA742	g18353
ECA742	g12775
ECA742	g14733
ECA742	g3114
ECA742	g21751
ECA742	g9673
ECA742	g22142
ECA742	g14350
ECA742	g20990
ECA742	g12440
ECA742	g15190
ECA742	g12499
ECA742	g11431
ECA742	g9021
ECA742	g18693
ECA742	g9935
ECA742	g20810
ECA742	g12370
ECA742	g15878
ECA742	g21502
ECA742	g14743
ECA742	g13015
ECA742	g326
ECA742	g12441
ECA742	g18250
ECA742	g10875
ECA742	g14346
ECA742	g16005
ECA742	g14349
ECA742	g19937
ECA742	g9799
ECA742	g3032
ECA742	g2674
ECA742	g3641
ECA742	g22701
ECA742	g14573
ECA742	g14772
ECA742	g12505
ECA742	g12592
ECA742	g3677
ECA742	g7912
ECA742	g9507
ECA742	g7444
ECA742	g22700
ECA742	g12645
ECA742	g12647
ECA742	g9480
ECA742	g9962
ECA742	g9625
ECA742	g22075
ECA742	g12807
ECA742	g15185
ECA742	g11427
ECA742	g14316
ECA742	g5829
ECA742	g8521
ECA742	g10568
ECA742	g7855
ECA742	g10031
NIC195	g8242
NIC195	g924
NIC195	g11566
NIC195	g5556
NIC195	g9600
NIC195	g19421
NIC195	g61
NIC195	g2276
NIC195	g4239
NIC195	g4229
NIC195	g11630
NIC195	g5220
NIC195	g8498
NIC195	g5559
NIC195	g39
NIC195	g1423
NIC195	g14212
NIC195	g516
NIC195	g18321
NIC195	g4184
NIC195	g4242
NIC195	g49
NIC195	g4197
NIC195	g4554
NIC195	g40
NIC195	g2653
NIC195	g12658
NIC195	g2271
NIC195	g19967
NIC195	g6310
NIC195	g1795
NIC195	g351
NIC195	g532
NIC195	g22190
NIC195	g4189
NIC195	g5515
NIC195	g4345
NIC195	g7380
NIC195	g2272
NIC195	g530
NIC195	g21031
NIC195	g346
NIC195	g8332
NIC195	g18638
NIC195	g921
NIC195	g11385
NIC195	g11397
NIC195	g16613
NIC195	g6524
NIC195	g1874
NIC195	g4185
NIC195	g8749
NIC195	g19969
NIC195	g18640
NIC195	g1686
NIC195	g345
NIC195	g846
NIC195	g10242
NIC195	g3130
NIC195	g95
NIC195	g7809
NIC195	g515
NIC195	g4194
NIC195	g546
NIC195	g4737
NIC195	g5378
NIC195	g3135
NIC195	g4073
NIC195	g992
NIC195	g19934
NIC195	g1357
NIC195	g2274
NIC195	g1050
NIC195	g10721
NIC195	g1074
NIC195	g920
NIC195	g5553
NIC195	g2275
NIC195	g12262
NIC195	g4193
NIC195	g19983
NIC195	g6017
NIC195	g7975
NIC195	g4120
NIC195	g12614
NIC195	g917
NIC195	g4196
NIC195	g47
NIC195	g12251
NIC195	g547
NIC195	g508
NIC195	g21508
NIC195	g48
NIC195	g21
NIC195	g2360
NIC195	g9451
NIC195	g514
NIC195	g1685
NIC195	g9597
NIC195	g19185
NIC195	g4191
NIC195	g925
NIC195	g5686
NIC195	g5037
NIC195	g350
NIC195	g19984
NIC195	g325
NIC195	g1935
NIC195	g7227
NIC195	g9599
NIC195	g1324
NIC195	g17309
NIC195	g14961
NIC195	g16616
NIC195	g4280
NIC195	g18317
NIC195	g11220
NIC195	g9514
NIC195	g935
NIC195	g3132
NIC195	g41
NIC195	g8199
NIC195	g542
NIC195	g2367
NIC195	g4299
NIC195	g5554
NIC195	g2269
NIC195	g3593
NIC195	g4396
NIC195	g845
NIC195	g7927
NIC195	g4249
NIC195	g18319
NIC195	g4230
NIC195	g4187
NIC195	g12263
NIC195	g511
NIC195	g11638
NIC195	g2589
NIC195	g349
NIC195	g507
NIC195	g2585
NIC195	g19974
NIC195	g12492
NIC195	g4020
NIC195	g919
NIC195	g70
NIC195	g592
NIC195	g926
NIC195	g18313
NIC195	g389
NIC195	g1799
NIC195	g20
NIC195	g11384
NIC195	g1687
NIC195	g24
NIC195	g8515
NIC195	g4344
NIC195	g3007
NIC195	g1601
NIC195	g115
NIC195	g3133
NIC195	g21927
NIC195	g1189
NIC195	g10722
NIC195	g19985
NIC195	g4471
NIC195	g9594
NIC195	g42
NIC195	g4190
NIC195	g4557
NIC195	g11599
NIC195	g8241
NIC195	g4122
NIC195	g20018
NIC195	g1691
NIC195	g16288
NIC195	g3129
NIC195	g5094
NIC195	g9377
NIC195	g4537
NIC195	g1936
NIC195	g5030
NIC195	g9787
NIC195	g19935
NIC195	g10868
NIC195	g2270
NIC195	g5589
NIC195	g9105
NIC195	g19786
NIC195	g1718
NIC195	g11564
NIC195	g4279
NIC195	g4379
NIC195	g20722
NIC195	g11388
NIC195	g4447
NIC195	g8
NIC195	g7826
NIC195	g923
NIC195	g19917
NIC195	g11595
NIC195	g13336
NIC195	g848
NIC195	g4446
NIC195	g5475
NIC195	g7810
NIC195	g2590
NIC195	g922
NIC195	g544
NIC195	g1690
NIC195	g3619
NIC195	g4606
NIC195	g4186
NIC195	g7813
NIC195	g7926
NIC195	g19975
NIC195	g1073
NIC195	g533
NIC195	g45
NIC195	g12264
NIC195	g15383
NIC195	g1717
NIC195	g4670
NIC195	g4945
NIC195	g1689
NIC195	g1846
NIC195	g3447
NIC195	g1688
NIC195	g11787
NIC195	g352
NIC195	g14962
NIC195	g109
NIC195	g11393
NIC195	g1019
NIC195	g16614
NIC195	g10249
NIC195	g464
NIC195	g20079
NIC195	g9598
NIC195	g50
NIC195	g12256
NIC195	g7404
NIC195	g10244
NIC195	g25
NIC195	g502
NIC195	g22271
NIC195	g11594
NIC195	g9646
NIC195	g8991
NIC195	g510
NIC195	g18639
NIC195	g513
NIC195	g4121
NIC195	g72
NIC195	g52
NIC195	g348
NIC195	g3008
NIC195	g2301
NIC195	g20855
NIC195	g5947
NIC195	g69
NIC195	g4228
NIC195	g110
NIC195	g5316
NIC195	g4770
NIC195	g4286
NIC195	g12257
NIC195	g539
NIC195	g5819
NIC195	g38
NIC195	g3131
NIC195	g1798
NIC195	g127
NIC195	g9601
NIC195	g100
NIC195	g7801
NIC195	g4192
NIC195	g11386
NIC195	g11396
NIC195	g4181
NIC195	g5552
NIC195	g46
NIC195	g4055
NIC195	g7764
NIC195	g11619
NIC195	g3448
NIC195	g4056
NIC195	g99
NIC195	g21947
NIC195	g2273
NIC195	g512
NIC195	g3134
NIC195	g172
NIC195	g11990
NIC195	g20030
NIC195	g1007
NIC195	g1875
NIC195	g549
NIC195	g18318
NIC195	g545
NIC195	g11639
NIC195	g548
NIC195	g4188
QX1794	g17294
QX1794	g9611
QX1794	g5737
QX1794	g12550
QX1794	g11631
QX1794	g6791
QX1794	g18687
QX1794	g12225
QX1794	g8232
QX1794	g600
QX1794	g12214
QX1794	g11295
QX1794	g18525
QX1794	g8254
QX1794	g12803
QX1794	g5986
QX1794	g14816
QX1794	g7376
QX1794	g8287
QX1794	g20910
QX1794	g14809
QX1794	g7780
QX1794	g10244
QX1794	g12604
QX1794	g7941
QX1794	g10930
QX1794	g20911
QX1794	g8244
QX1794	g8253
QX1794	g9855
QX1794	g8199
