strain	gene
XZ1513	g9017
XZ1513	g12552
XZ1513	g11095
XZ1513	g8343
XZ1513	g3772
XZ1513	g21638
XZ1513	g12493
XZ1513	g12562
XZ1513	g21415
XZ1513	g11276
XZ1513	g19594
XZ1513	g13803
XZ1513	g13419
XZ1513	g2279
XZ1513	g12582
XZ1513	g6116
XZ1513	g6916
XZ1513	g18015
XZ1513	g578
XZ1513	g581
XZ1513	g2963
XZ1513	g594
XZ1513	g6998
XZ1513	g222
XZ1513	g19808
XZ1513	g11398
XZ1513	g3253
XZ1513	g9037
XZ1513	g680
XZ1513	g18014
XZ1513	g9899
XZ1513	g1600
XZ1513	g22349
XZ1513	g7735
XZ1513	g12516
XZ1513	g7448
XZ1513	g3450
XZ1513	g19304
XZ1513	g8942
XZ1513	g19822
XZ1513	g12583
XZ1513	g14058
XZ1513	g4746
XZ1513	g12581
XZ1513	g5927
XZ1513	g9229
XZ1513	g3257
XZ1513	g8940
XZ1513	g17946
XZ1513	g932
XZ1513	g13802
XZ1513	g11396
XZ1513	g12518
XZ1513	g22501
XZ1513	g6919
XZ1513	g15851
XZ1513	g8546
XZ1513	g709
XZ1513	g8447
XZ1513	g9231
XZ1513	g12557
XZ1513	g19585
XZ1513	g19576
XZ1513	g580
XZ1513	g579
XZ1513	g8351
XZ1513	g21931
XZ1513	g473
XZ1513	g4680
XZ1513	g516
XZ1513	g9225
XZ1513	g2312
XZ1513	g227
XZ1513	g4166
XZ1513	g20499
XZ1513	g224
XZ1513	g7814
XZ1513	g4679
XZ1513	g9211
XZ1513	g13145
XZ1513	g17047
XZ1513	g14424
XZ1513	g530
XZ1513	g7689
XZ1513	g309
XZ1513	g20057
XZ1513	g18148
XZ1513	g6997
XZ1513	g11613
XZ1513	g20013
XZ1513	g7761
XZ1513	g17602
XZ1513	g19811
XZ1513	g11295
XZ1513	g12561
XZ1513	g22430
XZ1513	g19578
XZ1513	g19583
XZ1513	g3474
XZ1513	g18012
XZ1513	g12551
XZ1513	g9223
XZ1513	g9038
XZ1513	g22432
XZ1513	g11267
XZ1513	g8161
XZ1513	g11598
XZ1513	g4949
XZ1513	g12559
XZ1513	g14423
XZ1513	g18624
XZ1513	g16159
XZ1513	g4867
XZ1513	g13223
XZ1513	g18011
XZ1513	g228
XZ1513	g19330
XZ1513	g12547
XZ1513	g19815
XZ1513	g13417
XZ1513	g11612
XZ1513	g716
XZ1513	g16178
XZ1513	g21506
XZ1513	g18013
XZ1513	g4868
XZ1513	g8980
XZ1513	g10564
XZ1513	g9227
XZ1513	g7762
XZ1513	g18984
XZ1513	g19602
XZ1513	g4498
XZ1513	g22574
XZ1513	g19571
XZ1513	g13418
XZ1513	g9099
XZ1513	g1333
XZ1513	g12549
XZ1513	g7763
XZ1513	g20331
XZ1513	g11266
XZ1513	g14290
XZ1513	g12589
XZ1513	g12350
XZ1513	g12662
XZ1513	g19597
XZ1513	g225
XZ1513	g19575
XZ1513	g19586
XZ1513	g21406
XZ1513	g635
XZ1513	g19813
XZ1513	g19595
XZ1513	g8545
XZ1513	g678
XZ1513	g12597
XZ1513	g9016
XZ1513	g22032
XZ1513	g12584
XZ1513	g209
XZ1513	g19816
XZ1513	g20288
XZ1513	g14425
XZ1513	g13416
XZ1513	g4745
XZ1513	g20051
XZ1513	g12604
XZ1513	g6918
XZ1513	g9396
XZ1513	g12556
XZ1513	g5811
XZ1513	g11590
XZ1513	g2311
XZ1513	g5809
XZ1513	g636
XZ1513	g13150
XZ1513	g18625
XZ1513	g11747
XZ1513	g19579
XZ1513	g19582
XZ1513	g12548
XZ1513	g4172
XZ1513	g13415
XZ1513	g4670
XZ1513	g20053
XZ1513	g19598
XZ1513	g4671
XZ1513	g12553
XZ1513	g22479
XZ1513	g20148
XZ1513	g4168
XZ1513	g11654
XZ1513	g12707
XZ1513	g19590
XZ1513	g12554
XZ1513	g19821
XZ1513	g22431
XZ1513	g9210
XZ1513	g19600
XZ1513	g11294
XZ1513	g21405
XZ1513	g6683
XZ1513	g16097
XZ1513	g12398
XZ1513	g1393
XZ1513	g5578
XZ1513	g21403
XZ1515	g15113
XZ1515	g20183
XZ1515	g22232
XZ1515	g9742
XZ1515	g12443
XZ1515	g17640
XZ1515	g20248
XZ1515	g480
XZ1515	g20144
XZ1515	g19653
XZ1515	g14154
XZ1515	g3546
XZ1515	g20191
XZ1515	g692
XZ1515	g14077
XZ1515	g5791
XZ1515	g698
XZ1515	g9747
XZ1515	g14104
XZ1515	g20150
XZ1515	g21877
XZ1515	g21295
XZ1515	g20156
XZ1515	g9547
XZ1515	g8093
XZ1515	g9538
XZ1515	g17312
XZ1515	g19973
XZ1515	g3847
XZ1515	g14645
XZ1515	g17536
XZ1515	g702
XZ1515	g478
XZ1515	g15359
XZ1515	g20186
XZ1515	g5787
XZ1515	g15312
XZ1515	g9743
XZ1515	g15708
XZ1515	g21289
XZ1515	g5976
XZ1515	g9739
XZ1515	g6490
XZ1515	g19860
XZ1515	g20341
XZ1515	g15114
XZ1515	g5807
XZ1515	g14611
XZ1515	g16829
XZ1515	g15115
XZ1515	g1688
XZ1515	g471
XZ1515	g14684
XZ1515	g3504
XZ1515	g21876
XZ1515	g3328
XZ1515	g18363
XZ1515	g5789
XZ1515	g6063
XZ1515	g21880
XZ1515	g7523
XZ1515	g6353
XZ1515	g9854
XZ1515	g10089
XZ1515	g19150
XZ1515	g21624
XZ1515	g17643
XZ1515	g14608
XZ1515	g6062
XZ1515	g9853
XZ1515	g22014
XZ1515	g5511
XZ1515	g703
XZ1515	g9737
XZ1515	g14725
XZ1515	g19732
XZ1515	g20181
XZ1515	g5496
XZ1515	g14617
XZ1515	g9748
XZ1515	g3957
XZ1515	g695
XZ1515	g14795
XZ1515	g11308
XZ1515	g10236
XZ1515	g9746
XZ1515	g9434
XZ1515	g21298
XZ1515	g20155
XZ1515	g544
XZ1515	g10215
XZ1515	g6492
XZ1515	g239
XZ1515	g21805
XZ1515	g6495
XZ1515	g10235
XZ1515	g13061
XZ1515	g6800
XZ1515	g132
XZ1515	g713
XZ1515	g20151
XZ1515	g18311
XZ1515	g236
XZ1515	g9744
XZ1515	g15119
XZ1515	g14644
XZ1515	g3954
XZ1515	g9427
XZ1515	g706
XZ1515	g3959
XZ1515	g14155
XZ1515	g17414
XZ1515	g19589
XZ1515	g7058
XZ1515	g9745
XZ1515	g9741
XZ1515	g3330
XZ1515	g3846
XZ1515	g20153
XZ1515	g242
XZ1515	g19586
XZ1515	g18447
XZ1515	g1538
XZ1515	g6075
XZ1515	g5998
XZ1515	g20189
XZ1515	g5786
XZ1515	g10037
XZ1515	g13769
XZ1515	g17663
XZ1515	g7524
XZ1515	g20247
XZ1515	g20179
XZ1515	g3584
XZ1515	g5557
XZ1515	g17443
XZ1515	g9855
XZ1515	g18933
XZ1515	g19317
XZ1515	g7490
XZ1515	g20159
XZ1515	g1985
XZ1515	g2792
XZ1515	g10147
XZ1515	g8178
XZ1515	g6073
XZ1515	g15134
XZ1515	g20514
XZ1515	g2874
XZ1515	g8942
XZ1515	g486
XZ1515	g3953
XZ1515	g9738
XZ1515	g14639
XZ1515	g10148
XZ1515	g13300
XZ1515	g15880
XZ1515	g20225
XZ1515	g3327
XZ1515	g11381
XZ1515	g3582
XZ1515	g472
XZ1515	g20158
XZ1515	g18677
XZ1515	g21879
XZ1515	g20160
XZ1515	g1797
XZ1515	g709
XZ1515	g234
XZ1515	g15664
XZ1515	g14761
XZ1515	g10216
XZ1515	g14747
XZ1515	g14746
XZ1515	g3583
XZ1515	g18934
XZ1515	g9740
XZ1515	g20223
XZ1515	g5579
XZ1515	g2795
XZ1515	g16789
XZ1515	g690
XZ1515	g14748
XZ1515	g14745
XZ1515	g6493
XZ1515	g6592
XZ1515	g696
XZ1515	g14687
XZ1515	g20184
XZ1515	g6688
XZ1515	g12348
XZ1515	g14614
XZ1515	g21812
XZ1515	g22768
XZ1515	g5792
XZ1515	g21292
XZ1515	g5283
XZ1515	g15117
XZ1515	g3579
XZ1515	g5013
XZ1515	g21294
XZ1515	g21811
XZ1515	g22769
XZ1515	g21806
XZ1515	g3931
XZ1515	g19590
XZ1515	g18310
XZ1515	g7402
XZ1515	g5997
XZ1515	g3882
XZ1515	g20043
XZ1515	g15018
XZ1515	g22467
XZ1515	g694
XZ1515	g2873
XZ1515	g9526
XZ1515	g278
XZ1515	g483
XZ1515	g9838
XZ1515	g5973
XZ1515	g5508
XZ1515	g10703
XZ1515	g14078
XZ1515	g22774
XZ1515	g10150
XZ1515	g20190
XZ1515	g5794
XZ1515	g10151
XZ1515	g5510
XZ1515	g6696
XZ1515	g6074
XZ1515	g11679
XZ1515	g9864
XZ1515	g6878
XZ1515	g9539
XZ1515	g708
XZ1515	g20182
XZ1515	g10702
XZ1515	g9368
XZ1515	g22013
XZ1515	g10149
XZ1515	g19512
XZ1515	g3852
XZ1515	g11407
XZ1515	g20194
XZ1515	g5788
XZ1515	g479
XZ1515	g19319
XZ1515	g9527
XZ1515	g9387
XZ1515	g17532
XZ1515	g1413
XZ1515	g6034
XZ1515	g5790
XZ1515	g14809
XZ1515	g11060
XZ1515	g10090
XZ1515	g19318
XZ1515	g15611
XZ1515	g20192
XZ1515	g5911
XZ1515	g9865
XZ1515	g18446
XZ1515	g20152
XZ1515	g21810
XZ1515	g22770
XZ1515	g22773
XZ1515	g21807
XZ1515	g14807
XZ1515	g20083
XZ1515	g3956
XZ1515	g15116
XZ1515	g17434
XZ1515	g3503
XZ1515	g481
XZ1515	g815
XZ1515	g14607
XZ1515	g6494
XZ1515	g20157
XZ1515	g20390
XZ1515	g5495
XZ1515	g18309
XZ1515	g701
XZ1515	g19320
XZ1515	g21878
XZ1515	g3958
XZ1515	g5977
XZ1515	g20180
XZ1515	g240
XZ1515	g20137
XZ1515	g2794
XZ1515	g17187
XZ1515	g14808
XZ1515	g20185
XZ1515	g1681
XZ1515	g1679
XZ1515	g3774
XZ1515	g14796
XZ1515	g19585
XZ1515	g5451
XZ1515	g14763
XZ1515	g13984
XZ1515	g20193
XZ1515	g705
XZ1515	g12248
XZ1515	g5806
XZ1515	g10163
XZ1515	g21061
XZ1515	g19321
XZ1515	g21796
XZ1515	g14685
XZ1515	g20154
XZ1515	g238
XZ1515	g6697
XZ1515	g21797
XZ1515	g15120
XZ1515	g14292
XZ1515	g20188
XZ1515	g139
XZ1515	g9486
XZ1515	g1857
XZ1515	g14642
XZ1515	g20039
XZ1515	g20187
XZ1515	g473
XZ1515	g14854
XZ1515	g5509
XZ1515	g14790
XZ1515	g17432
XZ1515	g693
XZ1515	g9839
XZ1515	g17433
XZ1515	g2560
XZ1515	g9303
XZ1515	g20342
XZ1515	g15671
XZ1515	g3955
XZ1515	g700
XZ1515	g17431
ECA1889	g13096
ECA1889	g18069
ECA1889	g2636
ECA1889	g22551
ECA1889	g5254
ECA1889	g21661
ECA1889	g1387
ECA1889	g22533
ECA1889	g19381
ECA1889	g22052
ECA1889	g2710
ECA1889	g3225
ECA1889	g21619
ECA1889	g1915
ECA1889	g12605
ECA1889	g19161
ECA1889	g167
ECA1889	g19160
ECA1889	g9840
ECA1889	g9265
ECA1889	g13099
ECA1889	g22353
ECA1889	g15937
ECA1889	g22344
ECA1889	g2659
ECA1889	g5594
ECA1889	g365
ECA1889	g2910
ECA1889	g9773
ECA1889	g9776
ECA1889	g22536
ECA1889	g2692
ECA1889	g5360
ECA1889	g2732
ECA1889	g2708
ECA1889	g17628
ECA1889	g19383
ECA1889	g12376
ECA1889	g13018
ECA1889	g163
ECA1889	g12424
ECA1889	g9259
ECA1889	g344
ECA1889	g12904
ECA1889	g840
ECA1889	g3026
ECA1889	g12950
ECA1889	g2544
ECA1889	g22548
ECA1889	g12916
ECA1889	g10902
ECA1889	g12608
ECA1889	g2744
ECA1889	g9771
ECA1889	g19390
ECA1889	g2292
ECA1889	g445
ECA1889	g19141
ECA1889	g4530
ECA1889	g22535
ECA1889	g433
ECA1889	g9843
ECA1889	g22055
ECA1889	g709
ECA1889	g165
ECA1889	g18722
ECA1889	g13090
ECA1889	g6908
ECA1889	g3748
ECA1889	g2304
ECA1889	g9592
ECA1889	g21684
ECA1889	g5251
ECA1889	g432
ECA1889	g9964
ECA1889	g16784
ECA1889	g12624
ECA1889	g14683
ECA1889	g3152
ECA1889	g21585
ECA1889	g14668
ECA1889	g21584
ECA1889	g443
ECA1889	g14623
ECA1889	g22232
ECA1889	g9268
ECA1889	g19315
ECA1889	g18786
ECA1889	g2311
ECA1889	g842
ECA1889	g1385
ECA1889	g21660
ECA1889	g19616
ECA1889	g22553
ECA1889	g845
ECA1889	g18806
ECA1889	g5366
ECA1889	g5984
ECA1889	g13100
ECA1889	g1150
ECA1889	g19726
ECA1889	g444
ECA1889	g12603
ECA1889	g6224
ECA1889	g7070
ECA1889	g19617
ECA1889	g13060
ECA1889	g8029
ECA1889	g22225
ECA1889	g12589
ECA1889	g5485
ECA1889	g3289
ECA1889	g2288
ECA1889	g12029
ECA1889	g22333
ECA1889	g2699
ECA1889	g1917
ECA1889	g3292
ECA1889	g20575
ECA1889	g4581
ECA1889	g9839
ECA1889	g366
ECA1889	g2697
ECA1889	g1045
ECA1889	g6699
ECA1889	g5231
ECA1889	g2637
ECA1889	g12979
ECA1889	g5457
ECA1889	g2709
ECA1889	g19154
ECA1889	g19150
ECA1889	g19149
ECA1889	g19619
ECA1889	g3964
ECA1889	g15070
ECA1889	g21024
ECA1889	g18718
ECA1889	g19153
ECA1889	g16021
ECA1889	g19618
ECA1889	g21938
ECA1889	g18807
ECA1889	g12915
ECA1889	g6994
ECA1889	g1836
ECA1889	g12604
ECA1889	g2305
ECA1889	g19375
ECA1889	g8389
ECA1889	g22051
ECA1889	g22546
ECA1889	g22537
ECA1889	g7215
ECA1889	g13064
ECA1889	g18719
ECA1889	g164
ECA1889	g11857
ECA1889	g7230
ECA1889	g13021
ECA1889	g21659
ECA1889	g1386
ECA1889	g19389
ECA1889	g4215
ECA1889	g9842
ECA1889	g20833
ECA1889	g7212
ECA1889	g2711
ECA1889	g12071
ECA1889	g1914
ECA1889	g18787
ECA1889	g3963
ECA1889	g19615
ECA1889	g7020
ECA1889	g8319
ECA1889	g10941
ECA1889	g22543
ECA1889	g843
ECA1889	g13093
ECA1889	g939
ECA1889	g2731
ECA1889	g12965
ECA1889	g12964
ECA1889	g2739
ECA1889	g1037
ECA1889	g7221
ECA1889	g17978
ECA1889	g12857
ECA1889	g341
ECA1889	g9778
ECA1889	g22544
ECA1889	g168
ECA1889	g15036
ECA1889	g1384
ECA1889	g12609
ECA1889	g9262
ECA1889	g14453
ECA1889	g2312
ECA1889	g12606
ECA1889	g15505
ECA1889	g14181
ECA1889	g22054
ECA1889	g9777
ECA1889	g9264
ECA1889	g9772
ECA1889	g22029
ECA1889	g20895
ECA1889	g3288
ECA1889	g22550
ECA1889	g4582
ECA1889	g21977
ECA1889	g12692
ECA1889	g1837
ECA1889	g4445
ECA1889	g22332
ECA1889	g2696
ECA1889	g6995
ECA1889	g19579
ECA1889	g19378
ECA1889	g2291
ECA1889	g14680
ECA1889	g19142
ECA1889	g2730
ECA1889	g18721
ECA1889	g21939
ECA1889	g14682
ECA1889	g19144
ECA1889	g7071
ECA1889	g1227
ECA1889	g19156
ECA1889	g8994
ECA1889	g22167
ECA1889	g3367
ECA1889	g12610
ECA1889	g20484
ECA1889	g21944
ECA1889	g8293
ECA1889	g2698
ECA1889	g22345
ECA1889	g19382
ECA1889	g2694
ECA1889	g22186
ECA1889	g5364
ECA1889	g18720
ECA1889	g22532
ECA1889	g12966
ECA1889	g12963
ECA1889	g3575
ECA1889	g166
ECA1889	g12902
ECA1889	g8993
ECA1889	g8640
ECA1889	g19162
ECA1889	g17084
ECA1889	g20727
ECA1889	g3576
ECA1889	g2306
ECA1889	g12124
ECA1889	g288
ECA1889	g2842
ECA1889	g4447
ECA1889	g14752
ECA1889	g12607
ECA1889	g2486
ECA1889	g19155
ECA1889	g2704
ECA1889	g19140
ECA1889	g12952
ECA1889	g19139
ECA1889	g5466
ECA1889	g13020
ECA1889	g19135
ECA1889	g19380
ECA1889	g3577
ECA1889	g19864
ECA1889	g844
ECA1889	g2661
ECA1889	g2703
ECA1889	g5468
ECA1889	g13059
ECA1889	g14667
ECA1889	g4583
ECA1889	g19622
ECA1889	g22057
ECA1889	g9841
ECA1889	g22056
ECA1889	g345
ECA1889	g3578
ECA1889	g182
ECA1889	g161
ECA1889	g2695
ECA1889	g2706
ECA1889	g5719
ECA1889	g2700
ECA1889	g19157
ECA1889	g2733
ECA1889	g12903
ECA1889	g21656
ECA1889	g20720
ECA1889	g15037
ECA1889	g20718
ECA1889	g21859
ECA1889	g22552
ECA1889	g3293
ECA1889	g2707
ECA1889	g15156
ECA1889	g19143
ECA1889	g2693
ECA1889	g17878
ECA1889	g181
ECA1889	g18734
ECA1889	g9761
ECA1889	g19158
ECA1889	g406
ECA1889	g9762
ECA1889	g14730
ECA1889	g19719
ECA1889	g2802
ECA1889	g22281
ECA1889	g2846
ECA1889	g1046
ECA1889	g19145
ECA1889	g19388
ECA1889	g14681
ECA1889	g3579
ECA1889	g12921
ECA1889	g5467
ECA1889	g2154
ECA1889	g22102
ECA1889	g2543
ECA1889	g9963
ECA1889	g12065
ECA1889	g169
ECA1889	g22053
ECA1889	g21905
ECA1889	g5469
ECA1889	g2702
ECA2151	g5087
ECA2151	g21552
ECA2151	g20862
ECA2151	g17612
ECA2151	g21448
ECA2151	g17572
ECA2151	g5271
ECA2151	g15539
ECA2151	g1994
ECA2151	g17689
ECA2151	g4758
ECA2151	g12970
ECA2151	g4803
ECA2151	g4445
ECA2151	g16844
ECA2151	g5127
ECA2151	g10299
ECA2151	g10305
ECA2151	g22590
ECA2151	g5578
ECA2151	g22550
ECA2151	g17500
ECA2151	g11635
ECA2151	g16942
ECA2151	g16367
ECA2151	g459
ECA2151	g22397
ECA2151	g4772
ECA2151	g14529
ECA2151	g11909
ECA2151	g21259
ECA2151	g10308
ECA2151	g5084
ECA2151	g10311
ECA2151	g4770
ECA2151	g1877
ECA2151	g21453
ECA2151	g5806
ECA2151	g5169
ECA2151	g9060
ECA2151	g5759
ECA2151	g10314
ECA2151	g16382
ECA2151	g5283
ECA2151	g8338
ECA2151	g5236
ECA2151	g5234
ECA2151	g7262
ECA2151	g22403
ECA2151	g5575
ECA2151	g16948
ECA2151	g17685
ECA2151	g5272
ECA2151	g16369
ECA2151	g2933
ECA2151	g8764
ECA2151	g20894
ECA2151	g2098
ECA2151	g9709
ECA2151	g17688
ECA2151	g9057
ECA2151	g4184
ECA2151	g8762
ECA2151	g8477
ECA2151	g4768
ECA2151	g8865
ECA2151	g5094
ECA2151	g6108
ECA2151	g15389
ECA2151	g5083
ECA2151	g5263
ECA2151	g4798
ECA2151	g4804
ECA2151	g21443
ECA2151	g21703
ECA2151	g9589
ECA2151	g22551
ECA2151	g17687
ECA2151	g21447
ECA2151	g4865
ECA2151	g15218
ECA2151	g5561
ECA2151	g8235
ECA2151	g17361
ECA2151	g4811
ECA2151	g21445
ECA2151	g13817
ECA2151	g18684
ECA2151	g9590
ECA2151	g11800
ECA2151	g16383
ECA2151	g4185
ECA2151	g9058
ECA2151	g16368
ECA2151	g21444
ECA2151	g21793
ECA2151	g9397
ECA2151	g16550
ECA2151	g3017
ECA2151	g8335
ECA2151	g17360
ECA2151	g21554
ECA2151	g4181
ECA2151	g8332
ECA2151	g14299
ECA2151	g1495
ECA2151	g8029
ECA2151	g1996
ECA2151	g16363
ECA2151	g5580
ECA2151	g1256
ECA2151	g489
ECA2151	g2884
ECA2151	g4799
ECA2151	g16841
ECA2151	g16842
ECA2151	g5126
ECA2151	g2209
ECA2151	g16611
ECA2151	g11861
ECA2151	g21722
ECA2151	g5595
ECA2151	g8861
ECA2151	g1979
ECA2151	g2102
ECA2151	g16381
ECA2151	g488
ECA2151	g17363
ECA2151	g9713
ECA2151	g8839
ECA2151	g3901
ECA2151	g4812
ECA2151	g8131
ECA2151	g777
ECA2151	g2006
ECA2151	g16612
ECA2151	g4809
ECA2151	g16377
ECA2151	g4249
ECA2151	g3503
ECA2151	g9710
ECA2151	g5221
ECA2151	g5224
ECA2151	g13730
ECA2151	g5208
ECA2151	g22398
ECA2151	g16386
ECA2151	g9782
ECA2151	g1995
ECA2151	g4843
ECA2151	g4794
ECA2151	g4800
ECA2151	g2236
ECA2151	g14216
ECA2151	g16620
ECA2151	g5579
ECA2151	g9712
ECA2151	g19846
ECA2151	g17684
ECA2151	g5122
ECA2151	g9059
ECA2151	g6321
ECA2151	g4757
ECA2151	g22552
ECA2151	g21450
ECA2151	g8862
ECA2151	g4764
ECA2151	g3252
ECA2151	g14298
ECA2151	g21598
ECA2151	g4801
ECA2151	g16387
ECA2151	g18699
ECA2151	g18017
ECA2151	g7223
ECA2151	g9711
ECA2151	g8334
ECA2151	g5091
ECA2151	g16884
ECA2151	g18700
ECA2151	g5223
ECA2151	g5222
ECA2151	g8139
ECA2151	g4773
ECA2151	g5327
ECA2151	g5284
ECA2151	g9054
ECA2151	g5574
ECA2151	g4318
ECA2151	g3724
ECA2151	g5577
ECA2151	g22555
ECA2151	g22080
ECA2151	g4808
ECA2151	g4767
ECA2151	g17663
ECA2151	g5124
ECA2151	g4864
ECA2151	g4807
ECA2151	g21454
ECA2151	g11520
ECA2151	g4805
ECA2151	g3504
ECA2151	g571
ECA2151	g18774
ECA2151	g19916
ECA2151	g8840
ECA2151	g5493
ECA2151	g9056
ECA2151	g21260
ECA2151	g16613
ECA2151	g18547
ECA2151	g16384
ECA2151	g14217
ECA2151	g9040
ECA2151	g16380
ECA2151	g12664
ECA2151	g16619
ECA2151	g11859
ECA2151	g16608
ECA2151	g2212
ECA2151	g16370
ECA2151	g18685
ECA2151	g16846
ECA2151	g18683
ECA2151	g11860
ECA2151	g16372
ECA2151	g8763
ECA2151	g4639
ECA2151	g20201
ECA2151	g21265
ECA2151	g6151
ECA2151	g7950
ECA2151	g19246
ECA2151	g4765
ECA2151	g9963
ECA2151	g5573
ECA2151	g19942
ECA2151	g4947
ECA2151	g21446
ECA2151	g18682
ECA2151	g16839
ECA2151	g3899
ECA2151	g21458
ECA2151	g21553
ECA2151	g22402
ECA2151	g2883
ECA2151	g4900
ECA2151	g16390
ECA2151	g410
ECA2151	g17690
ECA2151	g17686
ECA2151	g19602
ECA2151	g16373
ECA2151	g15094
ECA2151	g22401
ECA2151	g14301
ECA2151	g6057
ECA2151	g17881
ECA2151	g3900
ECA2151	g20780
ECA2151	g5166
ECA2151	g3016
ECA2151	g9061
ECA2151	g4796
ECA2151	g4681
ECA2151	g9261
ECA2151	g4769
ECA2151	g5576
ECA2151	g11858
ECA2151	g16254
ECA2151	g16618
ECA2151	g15281
ECA2151	g17571
ECA2151	g1997
ECA2151	g10309
ECA2151	g4180
ECA2151	g5167
ECA2151	g10304
ECA2151	g4948
ECA2151	g16378
ECA2151	g8333
ECA2151	g9783
ECA2151	g16843
ECA2151	g4797
ECA2151	g11844
ECA2151	g2882
ECA2151	g4771
ECA2151	g8931
ECA2151	g4632
ECA2151	g3898
ECA2151	g15397
ECA2151	g11359
ECA2151	g1755
ECA2151	g20895
ECA2151	g21652
ECA2151	g4810
ECA2151	g19247
ECA2151	g18775
ECA2151	g16605
ECA2151	g16371
ECA2151	g9053
ECA2151	g18754
ECA2151	g16806
ECA2151	g9041
ECA2151	g4795
ECA2151	g12119
ECA2151	g18686
ECA2151	g16610
ECA2151	g21264
ECA2151	g21449
ECA2151	g18755
ECA2151	g4806
ECA2151	g276
ECA2151	g9055
ECA2151	g11845
ECA2151	g409
ECA2151	g17577
ECA2151	g17773
ECA2151	g4840
ECA2151	g4802
ECA2151	g21456
ECA2151	g16379
ECA2151	g4561
ECA2151	g8130
ECA2151	g4103
ECA2151	g4774
ECA2151	g4793
ECA2151	g15631
ECA2151	g4766
ECA2151	g3897
ECA2151	g5270
ECA2151	g21648
ECA2151	g22210
ECA2151	g15399
ECA2151	g8801
ECA2151	g6115
JU3226	g17698
JU3226	g11038
JU3226	g11433
JU3226	g1447
JU3226	g10304
JU3226	g6719
JU3226	g16718
JU3226	g3839
JU3226	g10303
JU3226	g14395
JU3226	g10729
JU3226	g11187
JU3226	g22356
JU3226	g10582
JU3226	g19135
JU3226	g4586
JU3226	g20184
JU3226	g11144
JU3226	g18340
JU3226	g11179
JU3226	g10307
JU3226	g15294
JU3226	g19125
JU3226	g16529
JU3226	g17699
JU3226	g19117
JU3226	g18877
JU3226	g15005
JU3226	g11640
JU3226	g16882
JU3226	g564
JU3226	g15904
JU3226	g22357
JU3226	g16760
JU3226	g18644
JU3226	g11182
JU3226	g15187
JU3226	g3882
JU3226	g4129
JU3226	g16751
JU3226	g14808
JU3226	g8145
JU3226	g9733
JU3226	g11370
JU3226	g894
JU3226	g15737
JU3226	g3876
JU3226	g14510
JU3226	g11197
JU3226	g22678
JU3226	g17255
JU3226	g6708
JU3226	g16886
JU3226	g13491
JU3226	g20810
JU3226	g1135
JU3226	g16078
JU3226	g16725
JU3226	g19129
JU3226	g9910
JU3226	g18887
JU3226	g11195
JU3226	g11192
JU3226	g1138
JU3226	g15736
JU3226	g17700
JU3226	g11191
JU3226	g22353
JU3226	g13291
JU3226	g19119
JU3226	g11652
JU3226	g22524
JU3226	g1261
JU3226	g15282
JU3226	g18884
JU3226	g3924
JU3226	g6724
JU3226	g16804
JU3226	g15284
JU3226	g22358
JU3226	g16729
JU3226	g13502
JU3226	g16107
JU3226	g14676
JU3226	g13401
JU3226	g11231
JU3226	g2061
JU3226	g16491
JU3226	g5198
JU3226	g18948
JU3226	g559
JU3226	g17635
JU3226	g15718
JU3226	g6725
JU3226	g6529
JU3226	g7120
JU3226	g16533
JU3226	g8096
JU3226	g9379
JU3226	g17275
JU3226	g15735
JU3226	g17254
JU3226	g5441
JU3226	g15192
JU3226	g16803
JU3226	g22120
JU3226	g18646
JU3226	g14736
JU3226	g11178
JU3226	g16027
JU3226	g10586
JU3226	g13504
JU3226	g22355
JU3226	g4898
JU3226	g20452
JU3226	g22714
JU3226	g11190
JU3226	g4664
JU3226	g1941
JU3226	g11085
JU3226	g10851
JU3226	g7790
JU3226	g13267
JU3226	g16931
JU3226	g11158
JU3226	g15283
JU3226	g11189
JU3226	g19121
JU3226	g19114
JU3226	g2027
JU3226	g19118
JU3226	g13506
JU3226	g3177
JU3226	g11382
JU3226	g3262
JU3226	g1260
JU3226	g17697
JU3226	g18645
JU3226	g1071
JU3226	g17634
JU3226	g2677
JU3226	g19131
JU3226	g9416
JU3226	g14721
JU3226	g16565
JU3226	g1136
JU3226	g19375
JU3226	g6303
JU3226	g18892
JU3226	g8067
JU3226	g15215
JU3226	g11186
JU3226	g20553
JU3226	g15002
JU3226	g15734
JU3226	g22380
JU3226	g15004
JU3226	g15124
JU3226	g15214
JU3226	g16806
JU3226	g18878
JU3226	g13628
JU3226	g15001
JU3226	g4130
JU3226	g3982
JU3226	g3981
JU3226	g4661
JU3226	g4662
JU3226	g6709
JU3226	g16869
JU3226	g16868
JU3226	g15007
JU3226	g22359
JU3226	g15296
JU3226	g15738
JU3226	g11159
JU3226	g6854
JU3226	g22624
JU3226	g1140
JU3226	g11194
JU3226	g22567
JU3226	g15213
JU3226	g18649
JU3226	g14236
JU3226	g17614
JU3226	g9909
JU3226	g18549
JU3226	g10587
JU3226	g19115
JU3226	g3889
JU3226	g15000
JU3226	g17160
JU3226	g16913
JU3226	g16870
JU3226	g16867
JU3226	g15020
JU3226	g19126
JU3226	g18684
JU3226	g10583
JU3226	g5746
JU3226	g11653
JU3226	g6549
JU3226	g18889
JU3226	g13294
JU3226	g10129
JU3226	g6830
JU3226	g16930
JU3226	g14733
JU3226	g14734
