strain	gene
ECA1493	g7291
ECA1493	g1351
ECA1493	g14268
ECA1493	g3635
ECA1493	g42
ECA1493	g3531
ECA1493	g18676
ECA1493	g15586
ECA1493	g1577
ECA1493	g494
ECA1493	g16923
ECA1493	g4266
ECA1493	g4257
ECA1493	g16865
ECA1493	g14407
ECA1493	g4053
ECA1493	g6693
ECA1493	g8220
ECA1493	g3245
ECA1493	g789
ECA1493	g14416
ECA1493	g15055
ECA1493	g824
ECA1493	g5639
ECA1493	g18580
ECA1493	g21353
ECA1493	g2823
ECA1493	g16935
ECA1493	g5637
ECA1493	g14637
ECA1493	g22394
ECA1493	g3898
ECA1493	g18583
ECA1493	g19221
ECA1493	g2958
ECA1493	g2992
ECA1493	g3204
ECA1493	g19200
ECA1493	g2460
ECA1493	g14901
ECA1493	g3240
ECA1493	g18615
ECA1493	g256
ECA1493	g214
ECA1493	g12206
ECA1493	g2990
ECA1493	g12592
ECA1493	g87
ECA1493	g19351
ECA1493	g3572
ECA1493	g20700
ECA1493	g1544
ECA1493	g14966
ECA1493	g3000
ECA1493	g3017
ECA1493	g736
ECA1493	g1590
ECA1493	g14737
ECA1493	g1364
ECA1493	g1322
ECA1493	g739
ECA1493	g12590
ECA1493	g1218
ECA1493	g16689
ECA1493	g13494
ECA1493	g754
ECA1493	g2717
ECA1493	g3859
ECA1493	g22391
ECA1493	g12795
ECA1493	g495
ECA1493	g637
ECA1493	g1227
ECA1493	g4084
ECA1493	g7521
ECA1493	g215
ECA1493	g2991
ECA1493	g16418
ECA1493	g2244
ECA1493	g3198
ECA1493	g4201
ECA1493	g4524
ECA1493	g4384
ECA1493	g7212
ECA1493	g16896
ECA1493	g20497
ECA1493	g3040
ECA1493	g15457
ECA1493	g5104
ECA1493	g1096
ECA1493	g2312
ECA1493	g19111
ECA1493	g3556
ECA1493	g19091
ECA1493	g1163
ECA1493	g20188
ECA1493	g4069
ECA1493	g755
ECA1493	g4696
ECA1493	g3650
ECA1493	g22528
ECA1493	g22272
ECA1493	g17211
ECA1493	g4045
ECA1493	g22534
ECA1493	g18576
ECA1493	g433
ECA1493	g4572
ECA1493	g795
ECA1493	g21346
ECA1493	g19223
ECA1493	g7292
ECA1493	g3959
ECA1493	g1225
ECA1493	g1898
ECA1493	g11411
ECA1493	g3965
ECA1493	g766
ECA1493	g801
ECA1493	g2458
ECA1493	g12637
ECA1493	g424
ECA1493	g18610
ECA1493	g7031
ECA1493	g22698
ECA1493	g17364
ECA1493	g3573
ECA1493	g11885
ECA1493	g22278
ECA1493	g5386
ECA1493	g4597
ECA1493	g10644
ECA1493	g3033
ECA1493	g3888
ECA1493	g275
ECA1493	g4225
ECA1493	g4234
ECA1493	g6598
ECA1493	g1902
ECA1493	g14585
ECA1493	g6277
ECA1493	g3901
ECA1493	g1489
ECA1493	g19197
ECA1493	g3200
ECA1493	g22624
ECA1493	g14498
ECA1493	g5778
ECA1493	g1240
ECA1493	g19226
ECA1493	g272
ECA1493	g1795
ECA1493	g22533
ECA1493	g796
ECA1493	g14644
ECA1493	g7049
ECA1493	g16874
ECA1493	g5453
ECA1493	g9408
ECA1493	g751
ECA1493	g14386
ECA1493	g4742
ECA1493	g706
ECA1493	g3936
ECA1493	g1809
ECA1493	g15088
ECA1493	g21441
ECA1493	g7050
ECA1493	g3417
ECA1493	g20496
ECA1493	g11945
ECA1493	g4978
ECA1493	g550
ECA1493	g14448
ECA1493	g22260
ECA1493	g1797
ECA1493	g4604
ECA1493	g18719
ECA1493	g3505
ECA1493	g22561
ECA1493	g3324
ECA1493	g4162
ECA1493	g5646
ECA1493	g18723
ECA1493	g1927
ECA1493	g6448
ECA1493	g5644
ECA1493	g7290
ECA1493	g996
ECA1493	g4149
ECA1493	g19134
ECA1493	g7520
ECA1493	g4247
ECA1493	g4322
ECA1493	g1192
ECA1493	g313
ECA1493	g671
ECA1493	g4211
ECA1493	g18589
ECA1493	g999
ECA1493	g20044
ECA1493	g2211
ECA1493	g7511
ECA1493	g12394
ECA1493	g2291
ECA1493	g16547
ECA1493	g18709
ECA1493	g1885
ECA1493	g22554
ECA1493	g1195
ECA1493	g4243
ECA1493	g594
ECA1493	g11328
ECA1493	g5654
ECA1493	g2472
ECA1493	g4259
ECA1493	g16925
ECA1493	g489
ECA1493	g16879
ECA1493	g15044
ECA1493	g3820
ECA1493	g4969
ECA1493	g1812
ECA1493	g17166
ECA1493	g1059
ECA1493	g1011
ECA1493	g1446
ECA1493	g3499
ECA1493	g9788
ECA1493	g15603
ECA1493	g3440
ECA1493	g2530
ECA1493	g7014
ECA1493	g596
ECA1493	g4015
ECA1493	g9594
ECA1493	g14657
ECA1493	g16940
ECA1493	g504
ECA1493	g4369
ECA1493	g5651
ECA1493	g1806
ECA1493	g14650
ECA1493	g1879
ECA1493	g11437
ECA1493	g19099
ECA1493	g4176
ECA1493	g9376
ECA1493	g803
ECA1493	g22641
ECA1493	g432
ECA1493	g1800
ECA1493	g13618
ECA1493	g22356
ECA1493	g2898
ECA1493	g166
ECA1493	g22686
ECA1493	g18716
ECA1493	g1349
ECA1493	g2782
ECA1493	g65
ECA1493	g3004
ECA1493	g2962
ECA1493	g3757
ECA1493	g2221
ECA1493	g4255
ECA1493	g7333
ECA1493	g15890
ECA1493	g13550
ECA1493	g16922
ECA1493	g1491
ECA1493	g7340
ECA1493	g565
ECA1493	g724
ECA1493	g9786
ECA1493	g13496
ECA1493	g9597
ECA1493	g8388
ECA1493	g804
ECA1493	g2880
ECA1493	g14452
ECA1493	g13435
ECA1493	g4179
ECA1493	g3549
ECA1493	g390
ECA1493	g3641
ECA1493	g4005
ECA1493	g5136
ECA1493	g2952
ECA1493	g3857
ECA1493	g15432
ECA1493	g1206
ECA1493	g2532
ECA1493	g19090
ECA1493	g22557
ECA1493	g11279
ECA1493	g14444
ECA1493	g18817
ECA1493	g14443
ECA1493	g19807
ECA1493	g7214
ECA1493	g3729
ECA1493	g13736
ECA1493	g22609
ECA1493	g332
ECA1493	g15053
ECA1493	g15342
ECA1493	g16191
ECA1493	g18117
ECA1493	g18614
ECA1493	g19364
ECA1493	g22503
ECA1493	g9598
ECA1493	g7034
ECA1493	g4207
ECA1493	g16186
ECA1493	g3815
ECA1493	g7220
ECA1493	g4213
ECA1493	g7526
ECA1493	g3078
ECA1493	g12597
ECA1493	g22610
ECA1493	g30
ECA1493	g4216
ECA1493	g19265
ECA1493	g4106
ECA1493	g4294
ECA1493	g7015
ECA1493	g482
ECA1493	g994
ECA1493	g4283
ECA1493	g246
ECA1493	g297
ECA1493	g7288
ECA1493	g22364
ECA1493	g9787
ECA1493	g11394
ECA1493	g2953
ECA1493	g22611
ECA1493	g479
ECA1493	g12359
ECA1493	g2307
ECA1493	g4212
ECA1493	g3112
ECA1493	g5655
ECA1493	g271
ECA1493	g826
ECA1493	g4341
ECA1493	g292
ECA1493	g1926
ECA1493	g18722
ECA1493	g16192
ECA1493	g558
ECA1493	g4221
ECA1493	g16890
ECA1493	g16196
ECA1493	g17507
ECA1493	g4305
ECA1493	g2906
ECA1493	g4249
ECA1493	g21877
ECA1493	g43
ECA1493	g69
ECA1493	g4114
ECA1493	g3102
ECA1493	g6546
ECA1493	g18622
ECA1493	g3395
ECA1493	g3642
ECA1493	g322
ECA1493	g4295
ECA1493	g767
ECA1493	g12709
ECA1493	g22553
ECA1493	g4182
ECA1493	g21444
ECA1493	g2694
ECA1493	g1350
ECA1493	g12863
ECA1493	g9603
ECA1493	g13300
ECA1493	g17646
ECA1493	g3152
ECA1493	g3985
ECA1493	g2956
ECA1493	g2540
ECA1493	g3652
ECA1493	g4527
ECA1493	g396
ECA1493	g14290
ECA1493	g4184
ECA1493	g21566
ECA1493	g1660
ECA1493	g2292
ECA1493	g3100
ECA1493	g176
ECA1493	g7534
ECA1493	g4245
ECA1493	g19152
ECA1493	g1112
ECA1493	g1226
ECA1493	g4291
ECA1493	g15980
ECA1493	g586
ECA1493	g496
ECA1493	g7096
ECA1493	g3114
ECA1493	g16924
ECA1493	g10647
ECA1493	g2945
ECA1493	g180
ECA1493	g6730
ECA1493	g228
ECA1493	g22546
ECA1493	g3996
ECA1493	g18675
ECA1493	g7506
ECA1493	g1417
ECA1493	g4271
ECA1493	g3968
ECA1493	g3148
ECA1493	g7492
ECA1493	g2539
ECA1493	g17221
ECA1493	g532
ECA1493	g5232
ECA1493	g464
ECA1493	g5321
ECA1493	g22500
ECA1493	g13497
ECA1493	g2888
ECA1493	g3907
ECA1493	g11184
ECA1493	g209
ECA1493	g9667
ECA1493	g17278
ECA1493	g4208
ECA1493	g17815
ECA1493	g7326
ECA1493	g18611
ECA1493	g634
ECA1493	g13187
ECA1493	g77
ECA1493	g7512
ECA1493	g5141
ECA1493	g12757
ECA1493	g2777
ECA1493	g389
ECA1493	g15601
ECA1493	g643
ECA1493	g13014
ECA1493	g22319
ECA1493	g4002
ECA1493	g2373
ECA1493	g852
ECA1493	g4702
ECA1493	g4698
ECA1493	g4700
ECA1493	g15077
ECA1493	g20587
ECA1493	g16474
ECA1493	g1404
ECA1493	g1348
ECA1493	g2560
ECA1493	g513
ECA1493	g2593
ECA1493	g4980
ECA1493	g6029
ECA1493	g2293
ECA1493	g17647
ECA1493	g689
ECA1493	g3115
ECA1493	g210
ECA1493	g13076
ECA1493	g17354
ECA1493	g1330
ECA1493	g12504
ECA1493	g13553
ECA1493	g22524
ECA1493	g1320
ECA1493	g9781
ECA1493	g4367
ECA1493	g16916
ECA1493	g22393
ECA1493	g4147
ECA1493	g2434
ECA1493	g1801
ECA1493	g3644
ECA1493	g493
ECA1493	g4181
ECA1493	g1872
ECA1493	g4265
ECA1493	g484
ECA1493	g16690
ECA1493	g22538
ECA1493	g12758
ECA1493	g3360
ECA1493	g612
ECA1493	g19222
ECA1493	g4551
ECA1493	g3593
ECA1493	g555
ECA1493	g3819
ECA1493	g18706
ECA1493	g22470
ECA1493	g589
ECA1493	g16900
ECA1493	g4276
ECA1493	g1235
ECA1493	g3197
ECA1493	g22591
ECA1493	g18512
ECA1493	g3594
ECA1493	g339
ECA1493	g4558
ECA1493	g22523
ECA1493	g423
ECA1493	g250
ECA1493	g4267
ECA1493	g16866
ECA1493	g1236
ECA1493	g4270
ECA1493	g14417
ECA1493	g1524
ECA1493	g4376
ECA1493	g20313
ECA1493	g3030
ECA1493	g6165
ECA1493	g601
ECA1493	g2773
ECA1493	g4995
ECA1493	g3551
ECA1493	g2829
ECA1493	g4963
ECA1493	g18673
ECA1493	g22526
ECA1493	g4979
ECA1493	g9329
ECA1493	g6427
ECA1493	g3202
ECA1493	g16352
ECA1493	g22100
ECA1493	g3
ECA1493	g345
ECA1493	g772
ECA1493	g792
ECA1493	g8219
ECA1493	g22521
ECA1493	g3800
ECA1493	g3853
ECA1493	g22451
ECA1493	g5719
ECA1493	g3803
ECA1493	g3528
ECA1493	g9789
ECA1493	g4127
ECA1493	g3999
ECA1493	g611
ECA1493	g2285
ECA1493	g14638
ECA1493	g395
ECA1493	g22590
ECA1493	g2181
ECA1493	g5235
ECA1493	g1492
ECA1493	g14311
ECA1493	g21262
ECA1493	g734
ECA1493	g3403
ECA1493	g7491
ECA1493	g4362
ECA1493	g4228
ECA1493	g4430
ECA1493	g2960
ECA1493	g828
ECA1493	g7543
ECA1493	g361
ECA1493	g4230
ECA1493	g17715
ECA1493	g392
ECA1493	g3970
ECA1493	g1901
ECA1493	g4352
ECA1493	g90
ECA1493	g6356
ECA1493	g2299
ECA1493	g3441
ECA1493	g4038
ECA1493	g16545
ECA1493	g5398
ECA1493	g16367
ECA1493	g12593
ECA1493	g549
ECA1493	g760
ECA1493	g14295
ECA1493	g4605
ECA1493	g362
ECA1493	g3878
ECA1493	g3930
ECA1493	g22291
ECA1493	g16931
ECA1493	g908
ECA1493	g18712
ECA1493	g20797
ECA1493	g780
ECA1493	g559
ECA1493	g1329
ECA1493	g1087
ECA1493	g14497
ECA1493	g4034
ECA1493	g3401
ECA1493	g14870
ECA1493	g723
ECA1493	g18108
ECA1493	g18835
ECA1493	g3462
ECA1493	g4443
ECA1493	g12054
ECA1493	g4304
ECA1493	g4601
ECA1493	g2276
ECA1493	g14869
ECA1493	g5394
ECA1493	g4438
ECA1493	g3805
ECA1493	g3727
ECA1493	g11564
ECA1493	g719
ECA1493	g791
ECA1493	g14263
ECA1493	g18613
ECA1493	g4476
ECA1493	g19108
ECA1493	g693
ECA1493	g18593
ECA1493	g427
ECA1493	g16189
ECA1493	g16219
ECA1493	g21662
ECA1493	g639
ECA1493	g1365
ECA1493	g4014
ECA1493	g12164
ECA1493	g217
ECA1493	g3498
ECA1493	g6667
ECA1493	g358
ECA1493	g12672
ECA1493	g2271
ECA1493	g22263
ECA1493	g7509
ECA1493	g3877
ECA1493	g22274
ECA1493	g4183
ECA1493	g3162
ECA1493	g12329
ECA1493	g2526
ECA1493	g4968
ECA1493	g18083
ECA1493	g14609
ECA1493	g749
ECA1493	g211
ECA1493	g5721
ECA1493	g3113
ECA1493	g21234
ECA1493	g508
ECA1493	g16377
ECA1493	g3646
ECA1493	g4209
ECA1493	g4639
ECA1493	g22518
ECA1493	g22556
ECA1493	g5034
ECA1493	g7533
ECA1493	g5652
ECA1493	g4203
ECA1493	g4138
ECA1493	g4180
ECA1493	g16017
ECA1493	g2970
ECA1493	g3552
ECA1493	g22613
ECA1493	g4202
ECA1493	g4275
ECA1493	g4274
ECA1493	g1794
ECA1493	g3817
ECA1493	g4768
ECA1493	g21136
ECA1493	g696
ECA1493	g21317
ECA1493	g2963
ECA1493	g57
ECA1493	g22254
ECA1493	g373
ECA1493	g173
ECA1493	g1956
ECA1493	g16888
ECA1493	g4973
ECA1493	g18699
ECA1493	g4449
ECA1493	g15050
ECA1493	g3546
ECA1493	g497
ECA1493	g726
ECA1493	g17780
ECA1493	g14688
ECA1493	g632
ECA1493	g18713
ECA1493	g5898
ECA1493	g2435
ECA1493	g510
ECA1493	g7335
ECA1493	g20301
ECA1493	g4031
ECA1493	g4253
ECA1493	g533
ECA1493	g503
ECA1493	g22549
ECA1493	g19105
ECA1493	g3121
ECA1493	g14415
ECA1493	g5912
ECA1493	g1399
ECA1493	g18674
ECA1493	g4248
ECA1493	g4339
ECA1493	g7008
ECA1493	g170
ECA1493	g3636
ECA1493	g22713
ECA1493	g11993
ECA1493	g907
ECA1493	g22512
ECA1493	g6817
ECA1493	g4351
ECA1493	g3816
ECA1493	g4173
ECA1493	g9127
ECA1493	g12591
ECA1493	g3391
ECA1493	g2399
ECA1493	g4550
ECA1493	g1201
ECA1493	g2988
ECA1493	g18714
ECA1493	g970
ECA1493	g19092
ECA1493	g204
ECA1493	g19228
ECA1493	g5130
ECA1493	g1729
ECA1493	g4261
ECA1493	g7513
ECA1493	g3001
ECA1493	g4573
ECA1493	g89
ECA1493	g7327
ECA1493	g14654
ECA1493	g18109
ECA1493	g2899
ECA1493	g15808
ECA1493	g5103
ECA1493	g18585
ECA1493	g5158
ECA1493	g4052
ECA1493	g729
ECA1493	g12102
ECA1493	g1808
ECA1493	g4292
ECA1493	g3058
ECA1493	g709
ECA1493	g16899
ECA1493	g4452
ECA1493	g220
ECA1493	g4185
ECA1493	g7532
ECA1493	g4694
ECA1493	g19010
ECA1493	g2781
ECA1493	g4368
ECA1493	g5381
ECA1493	g388
ECA1493	g13845
ECA1493	g14686
ECA1493	g174
ECA1493	g14297
ECA1493	g2766
ECA1493	g1929
ECA1493	g1999
ECA1493	g18249
ECA1493	g1796
ECA1493	g3807
ECA1493	g7510
ECA1493	g14266
ECA1493	g593
ECA1493	g690
ECA1493	g4967
ECA1493	g3899
ECA1493	g22552
ECA1493	g3580
ECA1493	g2273
ECA1493	g22555
ECA1493	g18707
ECA1493	g21261
ECA1493	g18180
ECA1493	g18577
ECA1493	g465
ECA1493	g3876
ECA1493	g2398
ECA1493	g16941
ECA1493	g505
ECA1493	g19104
ECA1493	g22392
ECA1493	g4819
ECA1493	g1533
ECA1493	g853
ECA1493	g7095
ECA1493	g397
ECA1493	g3059
ECA1493	g3651
ECA1493	g6967
ECA1493	g4223
ECA1493	g1500
ECA1493	g18627
ECA1493	g10254
ECA1493	g2036
ECA1493	g16881
ECA1493	g5229
ECA1493	g14664
ECA1493	g3019
ECA1493	g10672
ECA1493	g18597
ECA1493	g7209
ECA1493	g2972
ECA1493	g5718
ECA1493	g13986
ECA1493	g3814
ECA1493	g13625
ECA1493	g1198
ECA1493	g4590
ECA1493	g17102
ECA1493	g22502
ECA1493	g16868
ECA1493	g3554
ECA1493	g3966
ECA1493	g13216
ECA1493	g5303
ECA1493	g5098
ECA1493	g2716
ECA1493	g2883
ECA1493	g4965
ECA1493	g14460
ECA1493	g18588
ECA1493	g1233
ECA1493	g14289
ECA1493	g3818
ECA1493	g3640
ECA1493	g22577
ECA1493	g14453
ECA1493	g1960
ECA1493	g3118
ECA1493	g1232
ECA1493	g1378
ECA1493	g16023
ECA1493	g16882
ECA1493	g3940
ECA1493	g22504
ECA1493	g12755
ECA1493	g7531
ECA1493	g3532
ECA1493	g12753
ECA1493	g2208
ECA1493	g535
ECA1493	g33
ECA1493	g5647
ECA1493	g3146
ECA1493	g19109
ECA1493	g274
ECA1493	g11575
ECA1493	g16905
ECA1493	g3939
ECA1493	g4320
ECA1493	g827
ECA1493	g7218
ECA1493	g4260
ECA1493	g3227
ECA1493	g3335
ECA1493	g7012
ECA1493	g15657
ECA1493	g11042
ECA1493	g16906
ECA1493	g462
ECA1493	g1346
ECA1493	g501
ECA1493	g838
ECA1493	g18582
ECA1493	g9592
ECA1493	g691
ECA1493	g16894
ECA1493	g18530
ECA1493	g14647
ECA1493	g12105
ECA1493	g3673
ECA1493	g3035
ECA1493	g2313
ECA1493	g1058
ECA1493	g22621
ECA1493	g3550
ECA1493	g2209
ECA1493	g3518
ECA1493	g6958
ECA1493	g4115
ECA1493	g715
ECA1493	g11963
ECA1493	g18616
ECA1493	g2498
ECA1493	g18718
ECA1493	g12841
ECA1493	g673
ECA1493	g2297
ECA1493	g319
ECA1493	g2420
ECA1493	g18751
ECA1493	g1490
ECA1493	g554
ECA1493	g633
ECA1493	g2820
ECA1493	g2994
ECA1493	g18141
ECA1493	g4035
ECA1493	g11636
ECA1493	g7332
ECA1493	g17274
ECA1493	g11168
ECA1493	g705
ECA1493	g16193
ECA1493	g5268
ECA1493	g4410
ECA1493	g12754
ECA1493	g1534
ECA1493	g3595
ECA1493	g3032
ECA1493	g2995
ECA1493	g6976
ECA1493	g14264
ECA1493	g552
ECA1493	g2522
ECA1493	g4027
ECA1493	g2882
ECA1493	g469
ECA1493	g4233
ECA1493	g4447
ECA1493	g14442
ECA1493	g6430
ECA1493	g16875
ECA1493	g797
ECA1493	g207
ECA1493	g761
ECA1493	g2049
ECA1493	g17275
ECA1493	g725
ECA1493	g18543
ECA1493	g4293
ECA1493	g21565
ECA1493	g22640
ECA1493	g15054
ECA1493	g19263
ECA1493	g2402
ECA1493	g172
ECA1493	g4220
ECA1493	g829
ECA1493	g6428
ECA1493	g8353
ECA1493	g327
ECA1493	g3163
ECA1493	g15339
ECA1493	g2342
ECA1493	g14262
ECA1493	g720
ECA1493	g9601
ECA1493	g17645
ECA1493	g18595
ECA1493	g3874
ECA1493	g14454
ECA1493	g4607
ECA1493	g1798
ECA1493	g4833
ECA1493	g429
ECA1493	g5160
ECA1493	g4338
ECA1493	g12929
ECA1493	g18617
ECA1493	g4981
ECA1493	g14170
ECA1493	g22673
ECA1493	g2775
ECA1493	g606
ECA1493	g2309
ECA1493	g2714
ECA1493	g7289
ECA1493	g21442
ECA1493	g607
ECA1493	g2144
ECA1493	g3881
ECA1493	g4062
ECA1493	g3717
ECA1493	g18587
ECA1493	g19230
ECA1493	g5027
ECA1493	g3166
ECA1493	g3873
ECA1493	g16195
ECA1493	g2102
ECA1493	g6680
ECA1493	g16891
ECA1493	g2961
ECA1493	g561
ECA1493	g4609
ECA1493	g641
ECA1493	g22114
ECA1493	g310
ECA1493	g1371
ECA1493	g14261
ECA1493	g21440
ECA1493	g3871
ECA1493	g481
ECA1493	g7441
ECA1493	g22453
ECA1493	g22592
ECA1493	g7638
ECA1493	g1376
ECA1493	g20730
ECA1493	g697
ECA1493	g665
ECA1493	g19135
ECA1493	g5756
ECA1493	g17473
ECA1493	g10865
ECA1493	g10238
ECA1493	g3942
ECA1493	g509
ECA1493	g1212
ECA1493	g18578
ECA1493	g1375
ECA1493	g17652
ECA1493	g22367
ECA1493	g1925
ECA1493	g18505
ECA1493	g364
ECA1493	g12673
ECA1493	g4495
ECA1493	g287
ECA1493	g18609
ECA1493	g4324
ECA1493	g2212
ECA1493	g5653
ECA1493	g18691
ECA1493	g7097
ECA1493	g3194
ECA1493	g18717
ECA1493	g14608
ECA1493	g4964
ECA1493	g4297
ECA1493	g1048
ECA1493	g14438
ECA1493	g35
ECA1493	g3645
ECA1493	g16878
ECA1493	g3887
ECA1493	g16921
ECA1493	g14871
ECA1493	g22632
ECA1493	g530
ECA1493	g15034
ECA1493	g9785
ECA1493	g712
ECA1493	g9407
ECA1493	g3005
ECA1493	g270
ECA1493	g265
ECA1493	g3822
ECA1493	g191
ECA1493	g2957
ECA1493	g514
ECA1493	g902
ECA1493	g4222
ECA1493	g4224
ECA1493	g3938
ECA1493	g3810
ECA1493	g3931
ECA1493	g4743
ECA1493	g12594
ECA1493	g11710
ECA1493	g404
ECA1493	g3923
ECA1493	g7188
ECA1493	g5119
ECA1493	g5397
ECA1493	g12440
ECA1493	g553
ECA1493	g4549
ECA1493	g1799
ECA1493	g2306
ECA1493	g3396
ECA1493	g14735
ECA1493	g2340
ECA1493	g748
ECA1493	g491
ECA1493	g14418
ECA1493	g5534
ECA1493	g562
ECA1493	g4602
ECA1493	g4441
ECA1493	g167
ECA1493	g3555
ECA1493	g288
ECA1493	g1347
ECA1493	g5177
ECA1493	g2300
ECA1493	g15041
ECA1493	g3142
ECA1493	g1752
ECA1493	g12494
ECA1493	g219
ECA1493	g15595
ECA1493	g394
ECA1493	g22277
ECA1493	g9487
ECA1493	g750
ECA1493	g11494
ECA1493	g2303
ECA1493	g22547
ECA1493	g15982
ECA1493	g542
ECA1493	g3161
ECA1493	g18698
ECA1493	g18720
ECA1493	g257
ECA1493	g4546
ECA1493	g13121
ECA1493	g19276
ECA1493	g3023
ECA1493	g3525
ECA1493	g2698
ECA1493	g15735
ECA1493	g4623
ECA1493	g3212
ECA1493	g16187
ECA1493	g2998
ECA1493	g4226
ECA1493	g8368
ECA1493	g1852
ECA1493	g2974
ECA1493	g226
ECA1493	g12692
ECA1493	g12759
ECA1493	g1905
ECA1493	g575
ECA1493	g5779
ECA1493	g18600
ECA1493	g1498
ECA1493	g16886
ECA1493	g161
ECA1493	g4146
ECA1493	g12701
ECA1493	g3934
ECA1493	g19076
ECA1493	g2825
ECA1493	g14651
ECA1493	g22239
ECA1493	g2094
ECA1493	g7080
ECA1493	g4110
QX1794	g1332
QX1794	g12008
QX1794	g12332
QX1794	g12492
QX1794	g7352
QX1794	g12299
QX1794	g7623
QX1794	g18
QX1794	g7596
QX1794	g10796
QX1794	g12060
QX1794	g15445
QX1794	g19803
QX1794	g18698
QX1794	g7585
QX1794	g672
QX1794	g3897
QX1794	g8816
QX1794	g11151
QX1794	g17651
QX1794	g22747
QX1794	g8408
QX1794	g12522
QX1794	g12045
QX1794	g11896
QX1794	g3884
QX1794	g17748
QX1794	g8124
QX1794	g12154
QX1794	g10970
QX1794	g15207
QX1794	g9081
QX1794	g12736
QX1794	g17704
QX1794	g15442
QX1794	g12147
QX1794	g11691
QX1794	g2301
QX1794	g11967
QX1794	g7905
QX1794	g8233
QX1794	g5696
QX1794	g7622
QX1794	g12293
QX1794	g6162
QX1794	g7726
QX1794	g5634
QX1794	g5396
QX1794	g107
QX1794	g22750
QX1794	g9571
QX1794	g7631
QX1794	g21189
QX1794	g12116
QX1794	g12688
QX1794	g7360
QX1794	g14815
QX1794	g18722
QX1794	g549
QX1794	g10426
QX1794	g12373
QX1794	g15116
QX1794	g5478
QX1794	g5370
QX1794	g649
QX1794	g3237
QX1794	g12412
QX1794	g8132
QX1794	g21099
QX1794	g6098
QX1794	g12788
QX1794	g5661
QX1794	g15444
QX1794	g17664
QX1794	g17148
QX1794	g6642
QX1794	g18018
QX1794	g5811
QX1794	g18642
QX1794	g18241
QX1794	g7911
QX1794	g7668
QX1794	g17674
QX1794	g21927
QX1794	g17693
QX1794	g4656
QX1794	g7481
QX1794	g8378
QX1794	g5640
QX1794	g12009
QX1794	g18184
QX1794	g5845
QX1794	g7924
QX1794	g12792
QX1794	g3477
QX1794	g5855
QX1794	g620
QX1794	g105
QX1794	g7770
QX1794	g12815
QX1794	g3268
QX1794	g12021
QX1794	g12717
QX1794	g7586
QX1794	g3528
QX1794	g12368
QX1794	g8111
QX1794	g2306
QX1794	g17785
QX1794	g8157
QX1794	g4337
QX1794	g8402
QX1794	g21515
QX1794	g17600
QX1794	g5686
QX1794	g18662
QX1794	g1
QX1794	g2
QX1794	g7669
QX1794	g19782
QX1794	g12103
QX1794	g12538
QX1794	g21928
QX1794	g21
QX1794	g15819
QX1794	g5307
QX1794	g12313
QX1794	g8162
QX1794	g7545
QX1794	g19301
QX1794	g18616
QX1794	g12245
QX1794	g2284
QX1794	g7807
QX1794	g7636
QX1794	g14772
QX1794	g71
QX1794	g9998
QX1794	g8150
QX1794	g12925
QX1794	g2022
QX1794	g5755
QX1794	g12470
QX1794	g15210
QX1794	g7579
QX1794	g15566
QX1794	g7604
QX1794	g11946
QX1794	g3586
QX1794	g5813
QX1794	g8171
QX1794	g15094
QX1794	g22191
QX1794	g651
QX1794	g7607
QX1794	g15558
QX1794	g17793
QX1794	g12258
QX1794	g11497
QX1794	g30
QX1794	g11170
QX1794	g12312
QX1794	g7525
QX1794	g18641
QX1794	g12240
QX1794	g3482
QX1794	g12113
QX1794	g19560
QX1794	g334
QX1794	g8136
QX1794	g11224
QX1794	g18252
QX1794	g4699
QX1794	g5850
QX1794	g17730
QX1794	g12046
QX1794	g12239
QX1794	g12241
QX1794	g15625
QX1794	g5852
QX1794	g10994
QX1794	g115
QX1794	g10597
QX1794	g18660
QX1794	g12300
QX1794	g12436
QX1794	g2477
QX1794	g250
QX1794	g8372
QX1794	g7527
QX1794	g12874
QX1794	g15651
QX1794	g1005
QX1794	g8421
QX1794	g6020
QX1794	g10738
QX1794	g12146
QX1794	g5781
QX1794	g8057
QX1794	g1317
QX1794	g5286
QX1794	g1978
QX1794	g12580
QX1794	g1408
QX1794	g11432
QX1794	g18527
QX1794	g5322
QX1794	g106
QX1794	g7692
QX1794	g3316
QX1794	g10247
QX1794	g18669
QX1794	g7813
QX1794	g15102
QX1794	g1419
QX1794	g10749
QX1794	g15803
QX1794	g18648
QX1794	g5581
QX1794	g11234
QX1794	g7503
QX1794	g18079
QX1794	g5240
QX1794	g20706
QX1794	g12024
QX1794	g7385
QX1794	g19780
QX1794	g12495
QX1794	g6762
QX1794	g7578
QX1794	g8743
QX1794	g21176
QX1794	g5284
QX1794	g12417
QX1794	g15113
QX1794	g12297
QX1794	g5853
QX1794	g11048
QX1794	g5403
QX1794	g1685
QX1794	g14686
QX1794	g18664
QX1794	g14819
QX1794	g8166
QX1794	g7544
QX1794	g18045
QX1794	g17688
QX1794	g12022
QX1794	g12570
QX1794	g12779
QX1794	g15079
QX1794	g5637
QX1794	g11984
QX1794	g1766
QX1794	g12401
QX1794	g17689
QX1794	g12632
QX1794	g19069
QX1794	g17708
QX1794	g10623
QX1794	g11218
QX1794	g74
QX1794	g17726
QX1794	g9760
QX1794	g225
QX1794	g33
QX1794	g8197
QX1794	g7721
QX1794	g18622
QX1794	g12466
QX1794	g14947
QX1794	g15111
QX1794	g5889
