strain	gene
ECA2952	g1480
ECA2952	g8040
ECA2952	g10660
ECA2952	g21952
ECA2952	g17574
ECA2952	g17570
ECA2952	g17365
ECA2952	g22099
ECA2952	g16253
ECA2952	g6136
ECA2952	g17282
ECA2952	g17302
ECA2952	g16866
ECA2952	g21743
ECA2952	g16423
ECA2952	g13783
ECA2952	g16207
ECA2952	g7887
ECA2952	g17573
ECA2952	g17569
ECA2952	g16942
ECA2952	g20590
ECA2952	g20108
ECA2952	g7212
ECA2952	g16138
ECA2952	g16045
ECA2952	g15971
ECA2952	g3240
ECA2952	g7888
ECA2952	g5530
ECA2952	g21848
ECA2952	g21780
ECA2952	g4972
ECA2952	g19099
ECA2952	g3458
ECA2952	g15980
ECA2952	g22264
ECA2952	g16517
ECA2952	g21953
ECA2952	g8571
ECA2952	g2209
ECA2952	g16261
ECA2952	g17214
ECA2952	g17244
ECA2952	g17054
ECA2952	g22124
ECA2952	g22095
ECA2952	g17213
ECA2952	g5290
ECA2952	g16115
ECA2952	g2120
ECA2952	g21752
ECA2952	g16254
ECA2952	g13517
ECA2952	g13737
ECA2952	g22460
ECA2952	g18782
ECA2952	g21690
ECA2952	g22130
ECA2952	g21812
ECA2952	g21826
ECA2952	g21627
ECA2952	g4906
ECA2952	g17247
ECA2952	g21770
ECA2952	g22372
ECA2952	g16132
ECA2952	g17221
ECA2952	g16139
ECA2952	g21816
ECA2952	g15724
ECA2952	g16142
ECA2952	g17364
ECA2952	g5543
ECA2952	g22457
ECA2952	g13577
ECA2952	g4574
ECA2952	g5212
ECA2952	g17543
ECA2952	g13501
ECA2952	g11573
ECA2952	g22102
ECA2952	g13963
ECA2952	g17532
ECA2952	g17509
ECA2952	g16131
ECA2952	g22104
ECA2952	g17541
ECA2952	g5031
ECA2952	g17516
ECA2952	g22108
ECA2952	g22107
ECA2952	g16133
ECA2952	g5693
ECA2952	g17232
ECA2952	g15964
ECA2952	g16187
ECA2952	g20008
ECA2952	g16111
ECA2952	g17759
ECA2952	g11545
ECA2952	g1702
ECA2952	g16260
ECA2952	g22816
ECA2952	g4442
ECA2952	g13789
ECA2952	g21811
ECA2952	g21576
ECA2952	g21842
ECA2952	g22817
ECA2952	g16413
ECA2952	g22519
ECA2952	g22125
ECA2952	g17055
ECA2952	g22770
ECA2952	g16237
ECA2952	g3710
ECA2952	g10351
ECA2952	g21841
ECA2952	g16241
ECA2952	g17198
ECA2952	g4994
ECA2952	g14004
ECA2952	g15284
ECA2952	g5717
ECA2952	g16399
ECA2952	g15968
ECA2952	g5528
ECA2952	g16044
ECA2952	g16578
ECA2952	g15140
ECA2952	g22501
ECA2952	g17312
ECA2952	g16122
ECA2952	g5758
ECA2952	g21488
ECA2952	g1435
ECA2952	g13784
ECA2952	g17415
ECA2952	g5400
ECA2952	g4334
ECA2952	g17327
ECA2952	g17760
ECA2952	g16210
ECA2952	g17050
ECA2952	g17284
ECA2952	g9110
ECA2952	g17211
ECA2952	g7864
ECA2952	g22462
ECA2952	g15972
ECA2952	g17691
ECA2952	g16744
ECA2952	g13063
ECA2952	g16112
ECA2952	g5105
ECA2952	g5794
ECA2952	g4275
ECA2952	g15108
ECA2952	g21613
ECA2952	g17325
ECA2952	g22377
ECA2952	g21355
ECA2952	g16135
ECA2952	g22304
ECA2952	g14162
ECA2952	g4412
ECA2952	g22500
ECA2952	g4921
ECA2952	g7981
ECA2952	g365
ECA2952	g19393
ECA2952	g21962
ECA2952	g8516
ECA2952	g7834
ECA2952	g10138
ECA2952	g22005
ECA2952	g17758
ECA2952	g21682
ECA2952	g17404
ECA2952	g14643
ECA2952	g7919
ECA2952	g16047
ECA2952	g16215
ECA2952	g17281
ECA2952	g16221
ECA2952	g192
ECA2952	g1620
ECA2952	g3763
ECA2952	g19109
ECA2952	g1718
ECA2952	g22948
CX11264	g3382
CX11264	g5849
CX11264	g5850
CX11264	g5494
CX11264	g21400
CX11264	g10484
CX11264	g21556
CX11264	g10708
CX11264	g20244
CX11264	g4185
CX11264	g143
CX11264	g10438
CX11264	g10445
CX11264	g10336
CX11264	g10210
CX11264	g17314
CX11264	g9741
CX11264	g14056
CX11264	g21403
CX11264	g10419
CX11264	g4748
CX11264	g20947
CX11264	g5561
CX11264	g17357
CX11264	g15727
CX11264	g3647
CX11264	g4451
CX11264	g5631
CX11264	g5630
CX11264	g10529
CX11264	g21379
CX11264	g5629
CX11264	g12446
CX11264	g20411
CX11264	g12192
CX11264	g22192
CX11264	g16146
CX11264	g10481
CX11264	g10907
CX11264	g21378
CX11264	g17969
CX11264	g17327
CX11264	g12445
CX11264	g3637
CX11264	g21807
CX11264	g10518
CX11264	g10710
CX11264	g12288
CX11264	g9865
CX11264	g7294
CX11264	g4813
CX11264	g21401
CX11264	g12434
CX11264	g12191
CX11264	g10899
CX11264	g10561
CX11264	g12197
CX11264	g20271
CX11264	g20123
CX11264	g21386
CX11264	g20186
CX11264	g12435
CX11264	g5006
CX11264	g17559
CX11264	g1499
CX11264	g12287
CX11264	g17207
CX11264	g17771
CX11264	g21399
CX11264	g4326
CX11264	g9869
CX11264	g14515
CX11264	g10869
CX11264	g21202
CX11264	g21093
CX11264	g17936
CX11264	g10471
CX11264	g17173
CX11264	g5509
CX11264	g17276
CX11264	g16227
CX11264	g17966
CX11264	g14159
CX11264	g18356
CX11264	g10475
CX11264	g10499
CX11264	g20879
CX11264	g9662
CX11264	g21380
CX11264	g10711
CX11264	g17940
CX11264	g11859
CX11264	g7472
CX11264	g5317
CX11264	g12284
CX11264	g17126
CX11264	g12260
CX11264	g2862
CX11264	g10428
CX11264	g4757
CX11264	g11072
CX11264	g12281
CX11264	g10521
CX11264	g17962
CX11264	g17128
CX11264	g16180
CX11264	g13796
CX11264	g11536
CX11264	g10494
CX11264	g9730
CX11264	g1637
CX11264	g18512
CX11264	g4755
CX11264	g17578
CX11264	g17980
CX11264	g7192
CX11264	g10491
CX11264	g17667
CX11264	g5059
CX11264	g317
CX11264	g17938
CX11264	g10441
CX11264	g3168
CX11264	g4966
CX11264	g12258
CX11264	g12255
CX11264	g14305
CX11264	g10417
CX11264	g18305
CX11264	g10440
CX11264	g9283
CX11264	g472
CX11264	g17937
CX11264	g17209
CX11264	g11569
CX11264	g10713
CX11264	g10453
CX11264	g10115
CX11264	g10909
CX11264	g17164
CX11264	g18522
CX11264	g4970
CX11264	g15787
CX11264	g10466
CX11264	g21383
CX11264	g4410
CX11264	g12423
CX11264	g10857
CX11264	g5203
CX11264	g5533
CX11264	g17107
CX11264	g5004
CX11264	g5361
CX11264	g9758
CX11264	g10455
CX11264	g5792
CX11264	g10236
CX11264	g12028
CX11264	g12850
CX11264	g550
CX11264	g12285
CX11264	g10404
CX11264	g7650
CX11264	g15728
CX11264	g10492
CX11264	g10533
CX11264	g12283
CX11264	g10338
CX11264	g12611
CX11264	g842
CX11264	g20372
CX11264	g8065
CX11264	g9064
CX11264	g4473
CX11264	g1659
CX11264	g12615
CX11264	g21404
CX11264	g12248
CX11264	g10688
CX11264	g10388
CX11264	g4175
CX11264	g10566
CX11264	g10539
CX11264	g17315
CX11264	g4764
CX11264	g4767
CX11264	g2046
CX11264	g5315
CX11264	g12420
CX11264	g10479
CX11264	g10672
CX11264	g18672
CX11264	g22409
CX11264	g17555
CX11264	g4652
CX11264	g12979
CX11264	g17769
CX11264	g12352
CX11264	g10437
CX11264	g17965
CX11264	g17175
CX11264	g21806
CX11264	g14729
CX11264	g17957
CX11264	g10490
CX11264	g9643
CX11264	g21382
CX11264	g1573
CX11264	g17183
CX11264	g12269
CX11264	g10444
CX11264	g16156
CX11264	g13198
CX11264	g10378
CX11264	g15732
CX11264	g17886
CX11264	g19608
CX11264	g17123
CX11264	g15829
CX11264	g17176
CX11264	g4968
CX11264	g10401
CX11264	g10513
CX11264	g12292
CX11264	g10230
CX11264	g14606
CX11264	g9905
CX11264	g17138
CX11264	g3663
CX11264	g9810
CX11264	g10522
CX11264	g13215
CX11264	g10496
CX11264	g17933
CX11264	g9925
CX11264	g19258
CX11264	g19257
CX11264	g17939
CX11264	g10480
CX11264	g7293
CX11264	g21201
CX11264	g12263
CX11264	g12273
CX11264	g10567
CX11264	g10397
CX11264	g7551
CX11264	g10456
CX11264	g21565
CX11264	g8799
CX11264	g1103
CX11264	g10116
CX11264	g12257
CX11264	g12254
CX11264	g17074
CX11264	g10467
CX11264	g4351
CX11264	g10405
CX11264	g10489
CX11264	g9649
CX11264	g17954
CX11264	g5065
CX11264	g12294
CX11264	g10685
CX11264	g12350
CX11264	g12282
CX11264	g10568
CX11264	g22340
CX11264	g10452
CX11264	g21203
CX11264	g21590
CX11264	g17307
CX11264	g21555
CX11264	g13137
CX11264	g9340
CX11264	g14728
CX11264	g21402
CX11264	g7742
CX11264	g16172
CX11264	g12172
CX11264	g17835
CX11264	g10377
CX11264	g4965
CX11264	g6233
CX11264	g5247
CX11264	g5060
CX11264	g14281
CX11264	g5263
CX11264	g22300
CX11264	g17092
CX11264	g142
CX11264	g10501
CX11264	g9814
CX11264	g16674
CX11264	g20064
CX11264	g17137
CX11264	g10502
CX11264	g7470
CX11264	g17932
CX11264	g12200
CX11264	g22294
CX11264	g17279
CX11264	g5532
CX11264	g12932
CX11264	g7471
CX11264	g4020
CX11264	g17208
CX11264	g12718
CX11264	g13651
CX11264	g5419
CX11264	g11704
CX11264	g6992
CX11264	g12433
CX11264	g1613
CX11264	g17372
CX11264	g20952
CX11264	g17121
CX11264	g10114
CX11264	g21408
CX11264	g10454
CX11264	g10514
CX11264	g10341
CX11264	g4453
CX11264	g12925
CX11264	g17170
CX11264	g8756
CX11264	g18358
CX11264	g20901
CX11264	g22325
CX11264	g10424
CX11264	g9815
CX11264	g17765
CX11264	g17177
CX11264	g12266
CX11264	g5547
CX11264	g11996
CX11264	g21375
CX11264	g5610
CX11264	g10370
CX11264	g20432
CX11264	g10497
CX11264	g17310
CX11264	g17316
CX11264	g17350
CX11264	g10113
CX11264	g8308
CX11264	g7560
CX11264	g4765
CX11264	g21585
CX11264	g17184
CX11264	g17182
CX11264	g12262
CX11264	g17958
CX11264	g11315
CX11264	g17124
CX11264	g10402
CX11264	g10461
CX11264	g14893
CX11264	g15736
CX11264	g4963
CX11264	g17557
CX11264	g22341
CX11264	g10235
CX11264	g10493
CX11264	g12425
CX11264	g10118
CX11264	g1379
CX11264	g4228
CX11264	g22102
CX11264	g12421
CX11264	g5007
CX11264	g5545
CX11264	g21376
CX11264	g10865
CX11264	g21388
CX11264	g10517
CX11264	g17370
CX11264	g17959
CX11264	g21544
CX11264	g4759
CX11264	g7729
CX11264	g21374
CX11264	g10464
CX11264	g12267
CX11264	g10530
CX11264	g21407
CX11264	g12441
CX11264	g5605
CX11264	g13749
CX11264	g21094
CX11264	g12268
CX11264	g5556
CX11264	g17934
CX11264	g4437
CX11264	g10523
CX11264	g21373
CX11264	g10680
CX11264	g12252
CX11264	g17120
CX11264	g21405
CX11264	g12424
CX11264	g1583
CX11264	g12612
CX11264	g12253
CX11264	g12194
CX11264	g12430
CX11264	g18521
CX11264	g21397
CX11264	g9500
CX11264	g12251
CX11264	g19555
CX11264	g17930
CX11264	g13165
CX11264	g12280
CX11264	g4479
CX11264	g20951
CX11264	g8879
CX11264	g169
CX11264	g10879
CX11264	g10534
CX11264	g10375
CX11264	g10563
CX11264	g21398
CX11264	g4768
CX11264	g4694
CX11264	g10149
CX11264	g12293
CX11264	g17187
CX11264	g9968
CX11264	g21392
CX11264	g10234
CX11264	g17971
CX11264	g11510
CX11264	g1929
CX11264	g10678
CX11264	g22347
CX11264	g13018
CX11264	g7468
CX11264	g22495
CX11264	g22182
CX11264	g12614
CX11264	g20114
CX11264	g10476
CX11264	g1901
CX11264	g10706
CX11264	g17935
CX11264	g5511
CX11264	g20431
CX11264	g21390
CX11264	g10689
CX11264	g9927
CX11264	g17371
CX11264	g12933
CX11264	g20159
CX11264	g21566
CX11264	g15729
CX11264	g20258
CX11264	g21391
CX11264	g17582
CX11264	g17583
CX11264	g17931
CX11264	g13493
CX11264	g13652
CX11264	g7060
CX11264	g10468
CX11264	g12259
CX11264	g4961
CX11264	g4763
CX11264	g10120
CX11264	g10512
CX11264	g10687
CX11264	g1559
CX11264	g4653
CX11264	g17549
CX11264	g12438
CX11264	g10511
CX11264	g4856
CX11264	g17210
CX11264	g12613
CX11264	g12751
CX11264	g9870
CX11264	g5246
CX11264	g21393
CX11264	g10488
CX11264	g4072
CX11264	g16272
CX11264	g12256
CX11264	g12199
CX11264	g17956
CX11264	g17944
CX11264	g10465
CX11264	g17964
CX11264	g14726
CX11264	g10832
CX11264	g10908
CX11264	g7346
CX11264	g21521
CX11264	g10477
CX11264	g4488
CX11264	g6748
CX11264	g10709
CX11264	g17172
CX11264	g12437
CX11264	g12444
CX11264	g4969
CX11264	g17163
CX11264	g5758
CX11264	g22373
CX11264	g13761
CX11264	g21370
CX11264	g1419
CX11264	g12271
CX11264	g17311
CX11264	g3686
CX11264	g2891
CX11264	g5531
CX11264	g10307
CX11264	g10371
CX11264	g6129
CX11264	g10384
CX11264	g10439
CX11264	g21385
CX11264	g17963
CX11264	g10866
CX11264	g22307
CX11264	g21183
CX11264	g12432
CX11264	g5005
CX11264	g9937
CX11264	g10122
CX11264	g17580
CX11264	g17968
CX11264	g4431
CX11264	g17770
CX11264	g10516
CX11264	g12289
CX11264	g10343
CX11264	g4743
CX11264	g9692
CX11264	g1505
CX11264	g7717
CX11264	g21406
CX11264	g17837
CX11264	g4701
CX11264	g13762
CX11264	g17318
CX11264	g17558
CX11264	g20948
CX11264	g12290
CX11264	g9755
CX11264	g5701
CX11264	g13199
CX11264	g17949
CX11264	g12802
CX11264	g16457
CX11264	g22292
CX11264	g17171
CX11264	g10564
CX11264	g22362
CX11264	g9732
CX11264	g4944
CX11264	g18462
CX11264	g16675
CX11264	g21939
CX11264	g12195
CX11264	g11316
CX11264	g10692
CX11264	g20156
CX11264	g11910
CX11264	g10868
CX11264	g12196
CX11264	g16057
CX11264	g17417
CX11264	g9757
CX11264	g10903
CX11264	g10902
CX11264	g20187
CX11264	g7757
CX11264	g10420
CX11264	g17768
CX11264	g12760
CX11264	g10684
CX11264	g17967
CX11264	g359
CX11264	g12198
CX11264	g17313
CX11264	g17584
CX11264	g21377
CX11264	g10904
CX11264	g10478
CX11264	g21869
CX11264	g21122
CX11264	g10498
CX11264	g17203
CX11264	g17669
CX11264	g4964
CX11264	g10880
CX11264	g21554
CX11264	g10451
CX11264	g4529
CX11264	g12247
CX11264	g17719
CX11264	g4766
CX11264	g5335
CX11264	g21557
CX11264	g10470
CX11264	g868
CX11264	g1635
CX11264	g21785
CX11264	g10400
CX11264	g10051
CX11264	g4833
CX11264	g17579
CX11264	g17122
CX11264	g3665
CX11264	g17673
CX11264	g4474
CX11264	g17766
CX11264	g17581
CX11264	g17832
CX11264	g17189
CX11264	g17096
CX11264	g5716
CX11264	g21543
CX11264	g3938
CX11264	g12272
CX11264	g12353
CX11264	g17111
CX11264	g12193
CX11264	g10557
CX11264	g185
CX11264	g21389
CX11264	g17312
CX11264	g12610
CX11264	g6028
CX11264	g12250
CX11264	g16062
CX11264	g1560
CX11264	g10867
CX11264	g10436
CX11264	g12265
CX11264	g17302
CX11264	g17374
CX11264	g4773
CX11264	g12439
CX11264	g19019
CX11264	g10430
CX11264	g13160
CX11264	g21553
CX11264	g12431
CX11264	g5839
CX11264	g9756
CX11264	g9233
CX11264	g4475
CX11264	g5135
CX11264	g10503
CX11264	g5756
CX11264	g17772
CX11264	g17961
CX11264	g12274
CX11264	g4452
CX11264	g17127
CX11264	g10906
CX11264	g4480
CX11264	g10565
CX11264	g20122
CX11264	g15855
CX11264	g12717
CX11264	g4173
CX11264	g10403
CX11264	g10148
CX11264	g10731
CX11264	g21394
CX11264	g11538
CX11264	g5008
CX11264	g17970
CX11264	g12443
CX11264	g20062
CX11264	g10500
CX11264	g21395
CX11264	g1654
CX11264	g10515
CX11264	g4184
CX11264	g10340
CX11264	g10121
ECA2109	g19069
ECA2109	g4452
ECA2109	g13325
ECA2109	g11687
ECA2109	g14806
ECA2109	g5470
ECA2109	g6001
ECA2109	g6693
ECA2109	g11906
ECA2109	g5899
ECA2109	g5002
ECA2109	g5298
ECA2109	g16767
ECA2109	g19060
ECA2109	g22238
ECA2109	g11726
ECA2109	g11456
ECA2109	g15753
ECA2109	g485
ECA2109	g14415
ECA2109	g4564
ECA2109	g4517
ECA2109	g4796
ECA2109	g6661
ECA2109	g11621
ECA2109	g11615
ECA2109	g11689
ECA2109	g15392
ECA2109	g15697
ECA2109	g14755
ECA2109	g14751
ECA2109	g11704
ECA2109	g14759
ECA2109	g21745
ECA2109	g15121
ECA2109	g1149
ECA2109	g6576
ECA2109	g8723
ECA2109	g11453
ECA2109	g14821
ECA2109	g10899
ECA2109	g15132
ECA2109	g17983
ECA2109	g11629
ECA2109	g14579
ECA2109	g14186
ECA2109	g18225
ECA2109	g5820
ECA2109	g5151
ECA2109	g11465
ECA2109	g13723
ECA2109	g5828
ECA2109	g9909
ECA2109	g5821
ECA2109	g5749
ECA2109	g18856
ECA2109	g14910
ECA2109	g15650
ECA2109	g18906
ECA2109	g5833
ECA2109	g15056
ECA2109	g9908
ECA2109	g15115
ECA2109	g11731
ECA2109	g5067
ECA2109	g15169
ECA2109	g22949
ECA2109	g15837
ECA2109	g5800
ECA2109	g11709
ECA2109	g4336
ECA2109	g2938
ECA2109	g22640
ECA2109	g14571
ECA2109	g14789
ECA2109	g8826
ECA2109	g5644
ECA2109	g20987
ECA2109	g11480
ECA2109	g15777
ECA2109	g18051
ECA2109	g20690
ECA2109	g20753
ECA2109	g5738
ECA2109	g15131
ECA2109	g8552
ECA2109	g11686
ECA2109	g11730
ECA2109	g6004
ECA2109	g5748
ECA2109	g4794
ECA2109	g16011
ECA2109	g4922
ECA2109	g5447
ECA2109	g14763
ECA2109	g11469
ECA2109	g15040
ECA2109	g6009
ECA2109	g13364
ECA2109	g15012
ECA2109	g15162
ECA2109	g10134
ECA2109	g15062
ECA2109	g22607
ECA2109	g10515
ECA2109	g21480
ECA2109	g14957
ECA2109	g11904
ECA2109	g11716
ECA2109	g4453
ECA2109	g14997
ECA2109	g18517
ECA2109	g6405
ECA2109	g11903
ECA2109	g15014
ECA2109	g1634
ECA2109	g6007
ECA2109	g6360
ECA2109	g2968
ECA2109	g5301
ECA2109	g5066
ECA2109	g5186
ECA2109	g11622
ECA2109	g14307
ECA2109	g11611
ECA2109	g14785
ECA2109	g6357
ECA2109	g9287
ECA2109	g14708
ECA2109	g163
ECA2109	g5805
ECA2109	g6046
ECA2109	g17459
ECA2109	g10166
ECA2109	g11614
ECA2109	g15158
ECA2109	g6555
ECA2109	g11688
ECA2109	g11636
ECA2109	g5570
ECA2109	g5466
ECA2109	g1684
ECA2109	g15013
ECA2109	g5753
ECA2109	g4342
ECA2109	g15752
ECA2109	g14756
ECA2109	g14752
ECA2109	g11632
ECA2109	g11466
ECA2109	g14812
ECA2109	g18908
ECA2109	g578
ECA2109	g18496
ECA2109	g15082
ECA2109	g14781
ECA2109	g12985
ECA2109	g11476
ECA2109	g11718
ECA2109	g20839
ECA2109	g11693
ECA2109	g12469
ECA2109	g11684
ECA2109	g8724
ECA2109	g5717
ECA2109	g5222
ECA2109	g11728
ECA2109	g11918
ECA2109	g11749
ECA2109	g14814
ECA2109	g5721
ECA2109	g4596
ECA2109	g9013
ECA2109	g5440
ECA2109	g15358
ECA2109	g15583
ECA2109	g6666
ECA2109	g15766
ECA2109	g14760
ECA2109	g20691
ECA2109	g11699
ECA2109	g15021
ECA2109	g15550
ECA2109	g15029
ECA2109	g13854
ECA2109	g11698
ECA2109	g14617
ECA2109	g12927
ECA2109	g15388
ECA2109	g14748
ECA2109	g14758
ECA2109	g5448
ECA2109	g1573
ECA2109	g5185
ECA2109	g14987
ECA2109	g14592
ECA2109	g15648
ECA2109	g11462
ECA2109	g5750
ECA2109	g14754
ECA2109	g14750
ECA2109	g5473
ECA2109	g5254
ECA2109	g15355
ECA2109	g4126
ECA2109	g6908
ECA2109	g15117
ECA2109	g11745
ECA2109	g22645
ECA2109	g15701
ECA2109	g18173
ECA2109	g16722
ECA2109	g5458
ECA2109	g11454
ECA2109	g6585
ECA2109	g6107
ECA2109	g11623
ECA2109	g14988
ECA2109	g5616
ECA2109	g21744
ECA2109	g4604
ECA2109	g17813
ECA2109	g15386
ECA2109	g15061
ECA2109	g5451
ECA2109	g16451
ECA2109	g5605
ECA2109	g5456
ECA2109	g4345
ECA2109	g5258
ECA2109	g11706
ECA2109	g15750
ECA2109	g5461
ECA2109	g4586
ECA2109	g6003
ECA2109	g4178
ECA2109	g15853
ECA2109	g7321
ECA2109	g5724
ECA2109	g22211
ECA2109	g11624
ECA2109	g14820
ECA2109	g20159
ECA2109	g4923
ECA2109	g5723
ECA2109	g4293
ECA2109	g22050
ECA2109	g15161
ECA2109	g11692
ECA2109	g4903
ECA2109	g11613
ECA2109	g15011
ECA2109	g7110
ECA2109	g5612
ECA2109	g14791
ECA2109	g9464
ECA2109	g4595
ECA2109	g14917
ECA2109	g5127
ECA2109	g14815
ECA2109	g15390
ECA2109	g8083
ECA2109	g4427
ECA2109	g11719
ECA2109	g10461
ECA2109	g8783
ECA2109	g1567
ECA2109	g16012
ECA2109	g20727
ECA2109	g4835
ECA2109	g15064
ECA2109	g10305
ECA2109	g4294
ECA2109	g11725
ECA2109	g15019
ECA2109	g14603
ECA2109	g4994
ECA2109	g394
ECA2109	g22948
ECA2109	g5474
ECA2109	g15015
ECA2109	g15048
ECA2109	g15130
ECA2109	g11608
ECA2109	g15387
ECA2109	g5615
ECA2109	g15393
ECA2109	g11477
ECA2109	g17974
ECA2109	g14921
ECA2109	g21746
ECA2109	g6931
ECA2109	g6930
ECA2109	g6536
ECA2109	g15459
ECA2109	g11458
ECA2109	g18050
ECA2109	g13421
ECA2109	g13557
ECA2109	g15054
ECA2109	g3732
ECA2109	g5789
ECA2109	g11602
ECA2109	g5720
ECA2109	g4995
ECA2109	g15776
ECA2109	g15644
ECA2109	g14162
ECA2109	g11744
ECA2109	g5184
ECA2109	g13097
ECA2109	g11738
ECA2109	g11479
ECA2109	g6376
ECA2109	g15000
ECA2109	g6047
ECA2109	g14607
ECA2109	g6951
ECA2109	g11711
ECA2109	g13424
ECA2109	g11724
ECA2109	g4283
ECA2109	g14961
ECA2109	g21018
ECA2109	g15079
ECA2109	g14605
ECA2109	g17852
ECA2109	g5189
ECA2109	g14953
ECA2109	g15033
ECA2109	g16170
ECA2109	g4335
ECA2109	g14739
ECA2109	g5302
ECA2109	g3748
ECA2109	g18289
ECA2109	g5645
ECA2109	g20805
ECA2109	g6607
ECA2109	g14923
ECA2109	g6302
ECA2109	g20682
ECA2109	g11714
ECA2109	g15085
ECA2109	g2015
ECA2109	g6692
ECA2109	g14787
ECA2109	g11695
ECA2109	g15610
ECA2109	g6556
ECA2109	g5803
ECA2109	g15080
ECA2109	g4850
ECA2109	g11723
ECA2109	g1655
ECA2109	g15124
ECA2109	g5462
ECA2109	g20636
ECA2109	g9045
ECA2109	g5005
ECA2109	g6099
ECA2109	g5471
ECA2109	g15575
ECA2109	g11727
ECA2109	g11474
ECA2109	g11754
ECA2109	g22593
ECA2109	g20724
ECA2109	g5182
ECA2109	g22224
ECA2109	g15391
ECA2109	g1709
ECA2109	g15645
ECA2109	g14786
ECA2109	g15118
ECA2109	g15357
ECA2109	g15107
ECA2109	g4920
ECA2109	g4548
ECA2109	g11620
ECA2109	g6552
ECA2109	g3751
ECA2109	g10108
ECA2109	g5722
ECA2109	g11707
ECA2109	g10052
ECA2109	g14915
ECA2109	g6907
ECA2109	g9411
ECA2109	g11743
ECA2109	g10909
ECA2109	g19217
ECA2109	g14783
ECA2109	g1987
ECA2109	g15041
ECA2109	g11696
ECA2109	g15002
ECA2109	g21246
ECA2109	g22641
ECA2109	g5299
ECA2109	g5469
ECA2109	g5622
ECA2109	g5874
ECA2109	g11750
ECA2109	g4585
ECA2109	g11717
ECA2109	g15270
ECA2109	g5998
ECA2109	g12976
ECA2109	g11905
ECA2109	g13423
ECA2109	g11682
ECA2109	g10988
ECA2109	g5300
ECA2109	g6282
ECA2109	g11683
ECA2109	g8151
ECA2109	g17881
ECA2109	g4343
ECA2109	g18049
ECA2109	g6044
ECA2109	g15026
ECA2109	g1733
ECA2109	g5455
ECA2109	g22105
ECA2109	g15859
ECA2109	g5467
ECA2109	g15028
ECA2109	g11739
ECA2109	g11737
ECA2109	g11751
ECA2109	g896
ECA2109	g11461
ECA2109	g4908
ECA2109	g11870
ECA2109	g16232
ECA2109	g4553
ECA2109	g14578
ECA2109	g11616
ECA2109	g11619
ECA2109	g11631
ECA2109	g11691
ECA2109	g13092
ECA2109	g8840
ECA2109	g5804
ECA2109	g14563
ECA2109	g11694
ECA2109	g14810
ECA2109	g12874
ECA2109	g11894
ECA2109	g18226
ECA2109	g11705
ECA2109	g22947
ECA2109	g14819
ECA2109	g5790
ECA2109	g14912
ECA2109	g11752
ECA2109	g11721
ECA2109	g5801
ECA2109	g20843
ECA2109	g15045
ECA2109	g11938
ECA2109	g4656
ECA2109	g20986
ECA2109	g18048
ECA2109	g6575
ECA2109	g4040
ECA2109	g22106
ECA2109	g15582
ECA2109	g19010
ECA2109	g9050
ECA2109	g8839
ECA2109	g11748
ECA2109	g7837
ECA2109	g21753
ECA2109	g6045
ECA2109	g15128
ECA2109	g14604
ECA2109	g4588
ECA2109	g5718
ECA2109	g13724
ECA2109	g6008
ECA2109	g1627
ECA2109	g14993
ECA2109	g14590
ECA2109	g15189
ECA2109	g11455
ECA2109	g6554
ECA2109	g11701
ECA2109	g1488
ECA2109	g20634
ECA2109	g21751
ECA2109	g5614
ECA2109	g14959
ECA2109	g15272
ECA2109	g5468
ECA2109	g11746
ECA2109	g7212
ECA2109	g15046
ECA2109	g15027
ECA2109	g11917
ECA2109	g5806
ECA2109	g9280
ECA2109	g11700
ECA2109	g20784
ECA2109	g14753
ECA2109	g14757
ECA2109	g15385
ECA2109	g13732
ECA2109	g8876
ECA2109	g14606
ECA2109	g8283
ECA2109	g11633
ECA2109	g11541
ECA2109	g11467
ECA2109	g3249
ECA2109	g20783
ECA2109	g11735
ECA2109	g6598
ECA2109	g5719
ECA2109	g5788
ECA2109	g4980
ECA2109	g13001
ECA2109	g3467
ECA2109	g5446
ECA2109	g11475
ECA2109	g15813
ECA2109	g5613
ECA2109	g20107
ECA2109	g15113
ECA2109	g15120
ECA2109	g5445
ECA2109	g5472
ECA2109	g15114
ECA2109	g6359
ECA2109	g11610
ECA2109	g2130
ECA2109	g5819
ECA2109	g11747
ECA2109	g9012
ECA2109	g9234
ECA2109	g20841
ECA2109	g5450
ECA2109	g5106
ECA2109	g12685
ECA2109	g22591
ECA2109	g5439
ECA2109	g11625
ECA2109	g5756
ECA2109	g5740
ECA2109	g22654
ECA2109	g4915
ECA2109	g4795
ECA2109	g5983
ECA2109	g11154
ECA2109	g15081
ECA2109	g5188
ECA2109	g11628
ECA2109	g15106
ECA2109	g11634
ECA2109	g5752
ECA2109	g11223
ECA2109	g15775
ECA2109	g11637
ECA2109	g14960
ECA2109	g6611
ECA2109	g5109
ECA2109	g9072
ECA2109	g4587
ECA2109	g6281
ECA2109	g14782
ECA2109	g8996
ECA2109	g17773
ECA2109	g5465
ECA2109	g9455
ECA2109	g14793
ECA2109	g11627
ECA2109	g5463
ECA2109	g14784
ECA2109	g6100
ECA2109	g3721
ECA2109	g14809
ECA2109	g5460
ECA2109	g5459
ECA2109	g6772
ECA2109	g15095
ECA2109	g11460
ECA2109	g11681
ECA2109	g8778
ECA2109	g11606
ECA2109	g14564
ECA2109	g17801
ECA2109	g12422
